实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-13,年度分红,,8.0,,2011-05-19,2011-05-20,,2011-05-20,10转增8股,2010年报
2011-09-13,中期分红,,,1.5,2011-09-19,2011-09-20,2011-09-20,,10派1.5元(含税),2011半年报
2012-05-15,年度分红,,,1.0,2012-05-21,2012-05-22,2012-05-22,,10派1元(含税),2011年报
2013-05-15,年度分红,,,1.0,2013-05-21,2013-05-22,2013-05-22,,10派1元(含税),2012年报
2014-05-29,年度分红,,,0.1,2014-06-05,2014-06-06,2014-06-06,,10派0.1元(含税),2013年报
2015-05-27,年度分红,,,0.1,2015-06-01,2015-06-02,2015-06-02,,10派0.1元(含税),2014年报
2015-08-14,中期分红,,10.0,,2015-08-19,2015-08-20,,2015-08-20,10转增10股,2015半年报
2018-07-03,年度分红,,,0.2,2018-07-09,2018-07-10,2018-07-10,,10派0.2元(含税),2017年报
2020-09-16,中期分红,,,1.0,2020-09-22,2020-09-23,2020-09-23,,10派1元(含税),2020半年报
2021-07-15,年度分红,,,1.0,2021-07-22,2021-07-23,2021-07-23,,10派1元(含税),2020年报
