实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-09-13,中期分红,,10.0,,2011-09-16,2011-09-19,,2011-09-19,10转增10股,2011半年报
2012-05-15,年度分红,,,1.5,2012-05-21,2012-05-22,2012-05-22,,10派1.5元(含税),2011年报
2013-05-30,年度分红,,8.0,2.0,2013-06-05,2013-06-06,2013-06-06,2013-06-06,10转增8股派2元(含税),2012年报
2014-06-06,年度分红,,,1.5,2014-06-11,2014-06-12,2014-06-12,,10派1.5元(含税),2013年报
2015-05-21,年度分红,,10.0,2.0,2015-05-26,2015-05-27,2015-05-27,2015-05-27,10转增10股派2元(含税),2014年报
2016-06-18,年度分红,,,1.0,2016-06-24,2016-06-27,2016-06-27,,10派1元(含税),2015年报
2017-07-06,年度分红,,,1.0,2017-07-11,2017-07-12,2017-07-12,,10派1元(含税),2016年报
2018-07-05,年度分红,,,1.0,2018-07-10,2018-07-11,2018-07-11,,10派1元(含税),2017年报
2019-06-20,年度分红,,,1.0,2019-06-25,2019-06-26,2019-06-26,,10派1元(含税),2018年报
2020-05-22,年度分红,,,1.5,2020-05-27,2020-05-28,2020-05-28,,10派1.5元(含税),2019年报
2021-05-31,年度分红,,,1.0,2021-06-03,2021-06-04,2021-06-04,,10派1元(含税),2020年报
2022-07-20,年度分红,,,1.0,2022-07-25,2022-07-26,2022-07-26,,10派1元(含税),2021年报
2023-06-28,年度分红,,,1.0,2023-07-03,2023-07-04,2023-07-04,,10派1元(含税),2022年报
2024-07-12,年度分红,,,1.00673,2024-07-17,2024-07-18,2024-07-18,,10派1.00673元(含税),2023年报
