实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-05-10,年度分红,,,0.5,2008-05-15,2008-05-16,2008-05-16,,10派0.5元（含税）,2007年报
2009-06-15,年度分红,,,0.5,2009-06-18,2009-06-19,2009-06-19,,10派0.5元（含税）,2008年报
2010-04-29,年度分红,,5.0,1.0,2010-05-05,2010-05-06,2010-05-06,2010-05-06,10转增5股派1元（含税）,2009年报
2011-05-24,年度分红,,,0.5,2011-05-30,2011-05-31,2011-05-31,,10派0.5元(含税),2010年报
2012-05-17,年度分红,,,0.5,2012-05-23,2012-05-24,2012-05-24,,10派0.5元(含税),2011年报
2013-05-16,年度分红,,,0.3,2013-05-22,2013-05-23,2013-05-23,,10派0.3元(含税),2012年报
2014-05-28,年度分红,,,0.2,2014-06-03,2014-06-04,2014-06-04,,10派0.2元(含税),2013年报
2015-06-11,年度分红,,,0.1,2015-06-17,2015-06-18,2015-06-18,,10派0.1元(含税),2014年报
2016-04-27,年度分红,,,0.1,2016-05-05,2016-05-06,2016-05-06,,10派0.1元(含税),2015年报
2018-06-12,年度分红,,,0.12,2018-06-20,2018-06-21,2018-06-21,,10派0.12元(含税),2017年报
2019-06-19,年度分红,,,0.06,2019-06-26,2019-06-27,2019-06-27,,10派0.06元(含税),2018年报
2021-06-10,年度分红,,,0.1,2021-06-16,2021-06-17,2021-06-17,,10派0.1元(含税),2020年报
2023-07-14,年度分红,,,0.13,2023-07-19,2023-07-20,2023-07-20,,10派0.13元(含税),2022年报
2024-06-22,年度分红,,,0.24,2024-06-27,2024-06-28,2024-06-28,,10派0.24元(含税),2023年报
2025-05-29,年度分红,,,0.52,2025-06-05,2025-06-06,2025-06-06,,10派0.52元(含税),2024年报
