实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1999-06-12,年度分红,0.0,0.0,1.65,1999-06-15,1999-06-16,1999-06-17,,10派1.65元(含税),1998年报
1999-09-16,中期分红,1.0,4.0,,1999-09-21,1999-09-22,,,10送1转增4股,1999半年报
2001-05-24,年度分红,,,2.0,2001-05-31,2001-06-01,2001-06-08,,10派2元（含税）,2000年报
2002-05-23,年度分红,,,0.92,2002-05-29,2002-05-30,2002-06-06,,10派0.92元(含税),2001年报
2003-06-03,年度分红,,,1.23,2003-06-09,2003-06-10,2003-06-18,,10派1.23元(含税),2002年报
2004-06-04,年度分红,,,0.6,2004-06-10,2004-06-11,2004-06-18,,10派0.6元(含税),2003年报
2005-06-02,年度分红,,,1.0,2005-06-08,2005-06-09,2005-06-16,,10派1元(含税),2004年报
2006-06-08,年度分红,,,1.0,2006-06-15,2006-06-16,2006-06-22,,10派1元（含税）,2005年报
2007-05-24,年度分红,,,2.0,2007-05-30,2007-05-31,2007-06-08,,10派2元（含税）,2006年报
2008-05-17,年度分红,,,2.5,2008-05-22,2008-05-23,2008-05-30,,10派2.5元（含税）,2007年报
2009-05-09,年度分红,,,1.2,2009-05-13,2009-05-14,2009-05-20,,10派1.2元（含税）,2008年报
2010-06-05,年度分红,,,1.5,2010-06-10,2010-06-11,2010-06-22,,10派1.5元（含税）,2009年报
2011-06-07,年度分红,,,3.0,2011-06-10,2011-06-13,2011-06-21,,10派3元(含税),2010年报
2012-06-29,年度分红,,,4.0,2012-07-05,2012-07-06,2012-07-13,,10派4元(含税),2011年报
2013-07-05,年度分红,,,2.0,2013-07-11,2013-07-12,2013-07-18,,10派2元(含税),2012年报
2014-05-16,年度分红,,,1.65,2014-05-22,2014-05-23,2014-05-29,,10派1.65元(含税),2013年报
2015-06-05,年度分红,,,2.05,2015-06-11,2015-06-12,2015-06-12,,10派2.05元(含税),2014年报
2016-06-14,年度分红,,,1.93,2016-06-20,2016-06-21,2016-06-21,,10派1.93元(含税),2015年报
2017-06-29,年度分红,,,2.35,2017-07-04,2017-07-05,2017-07-05,,10派2.35元(含税),2016年报
2018-07-03,年度分红,,4.0,3.26,2018-07-09,2018-07-10,2018-07-10,,10转增4股派3.26元(含税),2017年报
2019-07-09,年度分红,,4.0,2.42,2019-07-15,2019-07-16,2019-07-16,,10转增4股派2.42元(含税),2018年报
2020-07-01,年度分红,,1.98886,0.9447,2020-07-07,2020-07-08,2020-07-08,,10转增1.98886股派0.9447元(含税),2019年报
2021-06-23,年度分红,,,1.25,2021-06-30,2021-07-01,2021-07-01,,10派1.25元(含税),2020年报
2022-07-06,年度分红,,,1.5118,2022-07-11,2022-07-12,2022-07-12,,10派1.5118元(含税),2021年报
2023-06-20,年度分红,,,1.8,2023-06-27,2023-06-28,2023-06-28,,10派1.8元(含税),2022年报
2024-06-27,年度分红,,,1.19,2024-07-04,2024-07-05,2024-07-05,,10派1.19元(含税),2023年报
2025-07-02,年度分红,,,0.23,2025-07-07,2025-07-08,2025-07-08,,10派0.23元(含税),2024年报
