实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-06-28,年度分红,,,1.0,2005-07-01,2005-07-04,2005-07-08,,10派1元(含税),2004年报
2010-06-10,年度分红,,,0.5,2010-06-18,2010-06-21,2010-06-24,,10派0.5元（含税）,2009年报
2011-05-30,年度分红,,,2.0,2011-06-02,2011-06-03,2011-06-10,,10派2元(含税),2010年报
2012-08-08,年度分红,,,2.0,2012-08-14,2012-08-15,2012-08-20,,10派2元(含税),2011年报
2013-06-21,年度分红,,10.0,1.0,2013-06-26,2013-06-27,2013-07-03,2013-06-28,10转增10股派1元(含税),2012年报
2014-05-13,年度分红,,8.0,1.0,2014-05-19,2014-05-20,2014-05-26,2014-05-21,10转增8股派1元(含税),2013年报
2015-06-18,年度分红,,,0.25,2015-06-25,2015-06-26,2015-06-26,,10派0.25元(含税),2014年报
2017-06-14,年度分红,,,0.3,2017-06-20,2017-06-21,2017-06-21,,10派0.3元(含税),2016年报
2018-07-03,年度分红,,,0.32,2018-07-10,2018-07-11,2018-07-11,,10派0.32元(含税),2017年报
2019-07-09,年度分红,,,0.32,2019-07-16,2019-07-17,2019-07-17,,10派0.32元(含税),2018年报
2020-07-14,年度分红,,,0.34,2020-07-17,2020-07-20,2020-07-20,,10派0.34元(含税),2019年报
2020-09-19,中期分红,,,0.34,2020-09-24,2020-09-25,2020-09-25,,10派0.34元(含税),2020半年报
2021-07-21,年度分红,,,0.83,2021-07-26,2021-07-27,2021-07-27,,10派0.83元(含税),2020年报
2022-06-28,年度分红,,,1.75,2022-07-01,2022-07-04,2022-07-04,,10派1.75元(含税),2021年报
2023-06-28,年度分红,,,2.42,2023-07-03,2023-07-04,2023-07-04,,10派2.42元(含税),2022年报
2024-07-05,年度分红,,,2.5,2024-07-10,2024-07-11,2024-07-11,,10派2.5元(含税),2023年报
2024-12-20,中期分红,,,0.77,2024-12-25,2024-12-26,2024-12-26,,10派0.77元(含税),2024半年报
2025-07-03,年度分红,,,0.7,2025-07-10,2025-07-11,2025-07-11,,10派0.7元(含税),2024年报
