实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-05-04,年度分红,,8.0,6.0,2017-05-09,2017-05-10,2017-05-10,2017-05-10,10转增8股派6元(含税),2016年报
2018-05-03,年度分红,,8.0,3.0,2018-05-09,2018-05-10,2018-05-10,2018-05-10,10转增8股派3元(含税),2017年报
2019-06-26,年度分红,,,0.6,2019-07-02,2019-07-03,2019-07-03,,10派0.6元(含税),2018年报
2019-10-10,中期分红,,,1.0,2019-10-15,2019-10-16,2019-10-16,,10派1元(含税),2019半年报
2020-05-08,年度分红,,,0.6,2020-05-13,2020-05-14,2020-05-14,,10派0.6元(含税),2019年报
2021-04-30,年度分红,,,0.99998,2021-05-11,2021-05-12,2021-05-12,,10派0.99998元(含税),2020年报
2022-05-17,年度分红,,,1.2,2022-05-23,2022-05-24,2022-05-24,,10派1.2元(含税),2021年报
2023-05-23,年度分红,,,3.0,2023-05-29,2023-05-30,2023-05-30,,10派3元(含税),2022年报
2023-09-19,中期分红,,,3.0,2023-09-25,2023-09-26,2023-09-26,,10派3元(含税),2023半年报
2024-04-23,年度分红,,,3.0,2024-04-29,2024-04-30,2024-04-30,,10派3元(含税),2023年报
2024-09-11,中期分红,,4.5,5.0,2024-09-18,2024-09-19,2024-09-19,2024-09-19,10转增4.5股派5元(含税),2024半年报
2025-07-17,年度分红,,,1.0,2025-07-22,2025-07-23,2025-07-23,,10派1元(含税),2024年报
2025-11-04,中期分红,,,2.0,2025-11-10,2025-11-11,2025-11-11,,10派2元(含税),2025半年报
2026-04-24,年度分红,,4.0,2.0,2026-04-30,2026-05-06,2026-05-06,2026-05-06,10转增4股派2元(含税),2025年报
