实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2013-05-09,年度分红,,,1.0,2013-05-16,2013-05-17,2013-05-17,,10派1元(含税),2012年报
2014-05-07,年度分红,,10.0,1.0,2014-05-14,2014-05-15,2014-05-15,2014-05-15,10转增10股派1元(含税),2013年报
2015-05-14,年度分红,,,0.493138,2015-05-19,2015-05-20,2015-05-20,,10派0.493138元(含税),2014年报
2016-06-14,年度分红,,10.0,1.0,2016-06-21,2016-06-22,2016-06-22,2016-06-22,10转增10股派1元(含税),2015年报
2017-06-05,年度分红,,,0.5,2017-06-12,2017-06-13,2017-06-13,,10派0.5元(含税),2016年报
2018-06-14,年度分红,,,0.55,2018-06-21,2018-06-22,2018-06-22,,10派0.55元(含税),2017年报
2019-06-13,年度分红,,,0.58,2019-06-20,2019-06-21,2019-06-21,,10派0.58元(含税),2018年报
2020-06-15,年度分红,,,0.3,2020-06-22,2020-06-23,2020-06-23,,10派0.3元(含税),2019年报
2021-06-12,年度分红,,,0.6,2021-06-21,2021-06-22,2021-06-22,,10派0.6元(含税),2020年报
2022-06-20,年度分红,,,0.695596,2022-06-27,2022-06-28,2022-06-28,,10派0.695596元(含税),2021年报
2023-07-06,年度分红,,,1.091459,2023-07-11,2023-07-12,2023-07-12,,10派1.091459元(含税),2022年报
2024-06-21,年度分红,,,0.7,2024-06-27,2024-06-28,2024-06-28,,10派0.7元(含税),2023年报
2025-06-24,年度分红,,,0.7,2025-06-30,2025-07-01,2025-07-01,,10派0.7元(含税),2024年报
