实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-06-07,年度分红,,,1.5,2011-06-10,2011-06-13,2011-06-17,,10派1.5元(含税),2010年报
2012-06-18,年度分红,,,1.0,2012-06-21,2012-06-25,2012-06-28,,10派1元(含税),2011年报
2013-04-03,年度分红,,,1.2,2013-04-10,2013-04-11,2013-04-16,,10派1.2元(含税),2012年报
2014-06-11,年度分红,,,0.8,2014-06-16,2014-06-17,2014-06-17,,10派0.8元(含税),2013年报
2014-09-15,中期分红,,10.0,,2014-09-18,2014-09-19,,2014-09-22,10转增10股,2014半年报
2015-05-12,年度分红,,,0.5,2015-05-18,2015-05-19,2015-05-19,,10派0.5元(含税),2014年报
2016-05-12,年度分红,,,1.0,2016-05-18,2016-05-19,2016-05-19,,10派1元(含税),2015年报
2017-07-26,年度分红,,,1.5,2017-08-01,2017-08-02,2017-08-02,,10派1.5元(含税),2016年报
2018-08-15,年度分红,,,1.5,2018-08-21,2018-08-22,2018-08-22,,10派1.5元(含税),2017年报
2019-08-19,年度分红,,,0.5,2019-08-23,2019-08-26,2019-08-26,,10派0.5元(含税),2018年报
2020-08-13,年度分红,,,0.8,2020-08-19,2020-08-20,2020-08-20,,10派0.8元(含税),2019年报
2021-08-18,年度分红,,,1.8,2021-08-24,2021-08-25,2021-08-25,,10派1.8元(含税),2020年报
2022-12-16,中期分红,,,1.8,2022-12-23,2022-12-26,2022-12-26,,10派1.8元(含税),2022半年报
2023-08-17,年度分红,,,1.3,2023-08-24,2023-08-25,2023-08-25,,10派1.3元(含税),2022年报
2024-08-13,年度分红,,,1.0,2024-08-20,2024-08-21,2024-08-21,,10派1元(含税),2023年报
2024-12-24,中期分红,,,0.3,2024-12-27,2024-12-30,2024-12-30,,10派0.3元(含税),2024半年报
2025-08-08,年度分红,,,1.0,2025-08-13,2025-08-14,2025-08-14,,10派1元(含税),2024年报
2025-12-12,季度分红,,,0.5,2025-12-17,2025-12-18,2025-12-18,,10派0.5元(含税),2025三季报
