实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-06-03,年度分红,,5.0,0.6,2010-06-10,2010-06-11,2010-06-11,2010-06-11,10转增5股派0.6元（含税）,2009年报
2011-06-10,年度分红,,,0.8,2011-06-16,2011-06-17,2011-06-17,,10派0.8元(含税),2010年报
2012-03-29,年度分红,2.0,8.0,0.25,2012-04-06,2012-04-09,2012-04-09,2012-04-09,10送2转增8股派0.25元(含税),2011年报
2013-06-25,年度分红,,,0.197593,2013-06-28,2013-07-01,2013-07-01,,10派0.197593元(含税),2012年报
2014-06-18,年度分红,,,0.35,2014-06-25,2014-06-26,2014-06-26,,10派0.35元(含税),2013年报
2016-04-23,年度分红,,,0.32,2016-04-28,2016-04-29,2016-04-29,,10派0.32元(含税),2015年报
2017-07-07,年度分红,,,0.4,2017-07-13,2017-07-14,2017-07-14,,10派0.4元(含税),2016年报
2018-06-27,年度分红,,,0.5,2018-07-03,2018-07-04,2018-07-04,,10派0.5元(含税),2017年报
2019-06-24,年度分红,,,0.53,2019-06-27,2019-06-28,2019-06-28,,10派0.53元(含税),2018年报
2020-05-28,年度分红,,,0.5,2020-06-02,2020-06-03,2020-06-03,,10派0.5元(含税),2019年报
2021-07-14,年度分红,,,0.186448,2021-07-19,2021-07-20,2021-07-20,,10派0.186448元(含税),2020年报
