实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-11-28,中期分红,0.0,5.0,0.0,1998-12-02,1998-12-03,,,10转增5股,1998半年报
2001-06-23,年度分红,,,2.93,2001-06-28,2001-06-29,2001-07-06,,10派2.93元(含税),2000年报
2002-07-18,年度分红,,,1.5,2002-07-25,2002-07-26,2002-08-01,,10派1.5元(含税),2001年报
2003-08-05,年度分红,,,1.99,2003-08-08,2003-08-11,2003-08-14,,10股派1.99元（含税）,2002年报
2003-12-22,中期分红,3.0,,,2003-12-25,2003-12-26,,,10送3股,2003半年报
2004-07-16,年度分红,,,0.96,2004-07-21,2004-07-22,2004-07-28,,10派0.96元（含税）,2003年报
2005-05-17,年度分红,,,1.0,2005-05-20,2005-05-23,2005-05-27,,10派1元(含税),2004年报
2006-08-15,年度分红,,,1.5,2006-08-18,2006-08-21,2006-08-25,,10派1.5元(含税),2005年报
2006-12-01,中期分红,,,1.0,2006-12-06,2006-12-07,2006-12-13,,10派1元（含税）,2006半年报
2007-08-16,年度分红,,,1.5,2007-08-21,2007-08-22,2007-08-28,,10派1.5元（含税）,2006年报
2008-07-24,年度分红,,,1.0,2008-07-29,2008-07-30,2008-08-05,,10派1元（含税）,2007年报
2009-07-30,年度分红,,,0.5,2009-08-04,2009-08-05,2009-08-11,,10派0.5元（含税）,2008年报
2010-07-29,年度分红,,,0.5,2010-08-03,2010-08-04,2010-08-10,,10派0.5元（含税）,2009年报
2011-08-08,年度分红,,,1.0,2011-08-11,2011-08-12,2011-08-18,,10派1元(含税),2010年报
2012-08-07,年度分红,,,6.0,2012-08-10,2012-08-13,2012-08-17,,10派6元(含税),2011年报
2013-08-12,年度分红,,,3.7,2013-08-15,2013-08-16,2013-08-22,,10派3.7元(含税),2012年报
2014-08-11,年度分红,,,3.0,2014-08-14,2014-08-15,2014-08-15,,10派3元(含税),2013年报
2015-08-14,年度分红,,,3.5,2015-08-19,2015-08-20,2015-08-20,,10派3.5元(含税),2014年报
2016-08-12,年度分红,,,4.3,2016-08-17,2016-08-18,2016-08-18,,10派4.3元(含税),2015年报
2017-08-18,年度分红,,,4.4,2017-08-23,2017-08-24,2017-08-24,,10派4.4元(含税),2016年报
2018-08-17,年度分红,,,5.8,2018-08-22,2018-08-23,2018-08-23,,10派5.8元(含税),2017年报
2019-08-16,年度分红,,,6.6,2019-08-21,2019-08-22,2019-08-22,,10派6.6元(含税),2018年报
2020-08-14,年度分红,,,7.9,2020-08-19,2020-08-20,2020-08-20,,10派7.9元(含税),2019年报
2024-07-15,年度分红,,,1.2,2024-07-18,2024-07-19,2024-07-19,,10派1.2元(含税),2023年报
2024-09-03,中期分红,,,1.0034,2024-09-06,2024-09-09,2024-09-09,,10派1.0034元(含税),2024半年报
2025-08-04,年度分红,,,3.0,2025-08-07,2025-08-08,2025-08-08,,10派3元(含税),2024年报
2025-10-10,中期分红,,,2.1,2025-10-15,2025-10-16,2025-10-16,,10派2.1元(含税),2025半年报
