实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-06-27,年度分红,3.0,0.0,0.0,1997-07-07,1997-07-08,,,10送3股,1996年报
1998-08-13,年度分红,0.0,3.557,0.0,1998-08-18,1998-08-19,,,10转增3.557股,1997年报
2000-07-03,年度分红,0.9227,,0.6459,2000-07-10,2000-07-11,2000-07-12,,10送0.9227股派0.6459元(含税),1999年报
2004-07-13,年度分红,,,1.12,2004-07-19,2004-07-20,2004-07-20,,10派1.12元(含税),2003年报
2006-06-12,年度分红,,0.8077,,2006-06-13,,,2006-06-14,10转增0.80772913股,2005年报
2008-06-10,年度分红,,,0.25,2008-06-13,2008-06-16,2008-06-16,,10派0.25元（含税）,2007年报
2009-06-16,年度分红,,,0.2,2009-06-22,2009-06-23,2009-06-23,,10派0.2元（含税）,2008年报
2016-06-07,年度分红,,,0.3,2016-06-15,2016-06-16,2016-06-16,,10派0.3元(含税),2015年报
2017-08-11,年度分红,,,0.3,2017-08-16,2017-08-17,2017-08-17,,10派0.3元(含税),2016年报
2018-06-08,年度分红,,,0.55,2018-06-14,2018-06-15,2018-06-15,,10派0.55元(含税),2017年报
2019-07-04,年度分红,,,0.35,2019-07-10,2019-07-11,2019-07-11,,10派0.35元(含税),2018年报
2020-06-29,年度分红,,,0.3,2020-07-03,2020-07-06,2020-07-06,,10派0.3元(含税),2019年报
2021-07-01,年度分红,,,0.1,2021-07-07,2021-07-08,2021-07-08,,10派0.1元(含税),2020年报
2022-05-18,年度分红,,,0.1,2022-05-24,2022-05-25,2022-05-25,,10派0.1元(含税),2021年报
2023-06-17,年度分红,,,0.1,2023-06-27,2023-06-28,2023-06-28,,10派0.1元(含税),2022年报
2024-05-11,年度分红,,,0.3,2024-05-17,2024-05-20,2024-05-20,,10派0.3元(含税),2023年报
2025-05-20,年度分红,,,0.125,2025-05-26,2025-05-27,2025-05-27,,10派0.125元(含税),2024年报
