实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-23,年度分红,,,1.0,2011-05-26,2011-05-27,2011-06-02,,10派1元(含税),2010年报
2012-05-15,年度分红,,,1.5,2012-05-18,2012-05-21,2012-05-25,,10派1.5元(含税),2011年报
2013-05-17,年度分红,,,2.0,2013-05-22,2013-05-23,2013-05-29,,10派2元(含税),2012年报
2014-05-15,年度分红,,,2.0,2014-05-20,2014-05-21,2014-05-27,,10派2元(含税),2013年报
2015-05-19,年度分红,,,2.0,2015-05-22,2015-05-25,2015-05-25,,10派2元(含税),2014年报
2016-05-14,年度分红,,,2.0,2016-05-18,2016-05-19,2016-05-19,,10派2元(含税),2015年报
2017-05-08,年度分红,,,2.0,2017-05-11,2017-05-12,2017-05-12,,10派2元(含税),2016年报
2018-05-22,年度分红,,,2.0,2018-05-25,2018-05-28,2018-05-28,,10派2元(含税),2017年报
2019-05-28,年度分红,,,2.0,2019-05-31,2019-06-03,2019-06-03,,10派2元(含税),2018年报
2020-05-26,年度分红,,,2.0,2020-05-29,2020-06-01,2020-06-01,,10派2元(含税),2019年报
2021-05-25,年度分红,,,2.0,2021-05-28,2021-05-31,2021-05-31,,10派2元(含税),2020年报
2022-05-31,年度分红,,,2.0,2022-06-06,2022-06-07,2022-06-07,,10派2元(含税),2021年报
2023-05-23,年度分红,,,2.0,2023-05-26,2023-05-29,2023-05-29,,10派2元(含税),2022年报
2024-06-04,年度分红,,,2.0,2024-06-07,2024-06-11,2024-06-11,,10派2元(含税),2023年报
2025-06-04,年度分红,,,2.0,2025-06-09,2025-06-10,2025-06-10,,10派2元(含税),2024年报
