实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-27,年度分红,,,0.4,2001-07-03,2001-07-04,,,10派0.4元（含税）,2000年报
2002-05-14,年度分红,,5.0,0.6,2002-05-17,2002-05-20,2002-05-23,,10转增5股派0.6元(含税),2001年报
2003-05-28,年度分红,,,0.8,2003-06-02,2003-06-03,2003-06-11,,10股派0.8元（含税）,2002年报
2004-06-11,年度分红,,,0.8,2004-06-16,2004-06-17,2004-06-23,,10派0.8元(含税),2003年报
2005-08-12,年度分红,,,0.5,2005-08-17,2005-08-18,2005-08-24,,10派0.5元(含税),2004年报
2006-05-23,年度分红,,,0.5,2006-05-26,2006-05-29,2006-06-05,,10派0.5元（含税）,2005年报
2006-07-10,季度分红,,5.0,,2006-07-13,2006-07-14,,,10转增5股,2006一季报
2007-08-21,年度分红,,,0.35,2007-08-24,2007-08-27,2007-08-31,,10派0.35元（含税）,2006年报
2008-08-08,年度分红,,,0.4,2008-08-13,2008-08-14,2008-08-20,,10派0.4元（含税）,2007年报
2009-08-07,年度分红,,,0.2,2009-08-12,2009-08-13,2009-08-19,,10派0.2元（含税）,2008年报
2010-07-30,年度分红,,,0.2,2010-08-04,2010-08-05,2010-08-11,,10派0.2元（含税）,2009年报
2011-08-01,年度分红,,,0.2,2011-08-04,2011-08-05,2011-08-11,,10派0.2元(含税),2010年报
2012-07-17,年度分红,,,0.25,2012-07-20,2012-07-23,2012-07-27,,10派0.25元(含税),2011年报
2013-07-15,年度分红,,,0.18,2013-07-18,2013-07-19,2013-07-25,,10派0.18元(含税),2012年报
2014-08-18,年度分红,,,0.34,2014-08-21,2014-08-22,2014-08-22,,10派0.34元(含税),2013年报
2015-06-24,年度分红,,,0.37,2015-06-29,2015-06-30,2015-06-30,,10派0.37元(含税),2014年报
2016-08-13,年度分红,,,0.33,2016-08-18,2016-08-19,2016-08-19,,10派0.33元(含税),2015年报
2017-08-11,年度分红,,,0.36,2017-08-16,2017-08-17,2017-08-17,,10派0.36元(含税),2016年报
2018-08-10,年度分红,,,0.44,2018-08-15,2018-08-16,2018-08-16,,10派0.44元(含税),2017年报
2019-06-14,年度分红,,,0.52,2019-06-19,2019-06-20,2019-06-20,,10派0.52元(含税),2018年报
2020-07-04,年度分红,,,0.45,2020-07-09,2020-07-10,2020-07-10,,10派0.45元(含税),2019年报
2021-06-24,年度分红,,,0.58,2021-06-29,2021-06-30,2021-06-30,,10派0.58元(含税),2020年报
2022-07-07,年度分红,,,0.52,2022-07-12,2022-07-13,2022-07-13,,10派0.52元(含税),2021年报
2023-06-16,年度分红,,,0.59,2023-06-21,2023-06-26,2023-06-26,,10派0.59元(含税),2022年报
2024-06-21,年度分红,,,0.7522,2024-06-27,2024-06-28,2024-06-28,,10派0.7522元(含税),2023年报
2025-06-18,年度分红,,,0.54,2025-06-24,2025-06-25,2025-06-25,,10派0.54元(含税),2024年报
