实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2008-06-02,年度分红,,,1.2,2008-06-05,2008-06-06,2008-06-06,,10派1.2元（含税）,2007年报
2009-05-15,年度分红,2.5,,0.4,2009-05-21,2009-05-22,2009-05-22,2009-05-22,10送2.5股派0.4元（含税）,2008年报
2010-06-01,年度分红,,,0.1,2010-06-04,2010-06-07,2010-06-07,,10派0.1元（含税）,2009年报
2011-06-11,年度分红,,,1.0,2011-06-16,2011-06-17,2011-06-17,,10派1元(含税),2010年报
2012-06-21,年度分红,,,0.75,2012-06-27,2012-06-28,2012-06-28,,10派0.75元(含税),2011年报
2013-05-31,年度分红,,,0.5,2013-06-06,2013-06-07,2013-06-07,,10派0.5元(含税),2012年报
2014-05-23,年度分红,,,2.0,2014-05-29,2014-05-30,2014-05-30,,10派2元(含税),2013年报
2015-06-04,年度分红,,,1.8,2015-06-11,2015-06-12,2015-06-12,,10派1.8元(含税),2014年报
2018-06-30,年度分红,,,0.42,2018-07-05,2018-07-06,2018-07-06,,10派0.42元(含税),2017年报
2020-06-03,年度分红,,6.0,0.2,2020-06-09,2020-06-10,2020-06-10,2020-06-10,10转增6股派0.2元(含税),2019年报
2021-07-02,年度分红,,,0.1,2021-07-08,2021-07-09,2021-07-09,,10派0.1元(含税),2020年报
2022-07-05,年度分红,,,0.1,2022-07-11,2022-07-12,2022-07-12,,10派0.1元(含税),2021年报
