实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-05-29,年度分红,3.0,5.0,0.0,1998-06-05,1998-06-08,,,10送3转增5股,1997年报
2000-04-25,年度分红,,6.0,0.0,2000-04-28,2000-05-08,,,10转增6股,1999年报
2003-07-16,年度分红,2.0,,0.5,2003-07-21,2003-07-22,2003-07-28,,10股送2股派0.5元（含税）,2002年报
2007-05-30,年度分红,,,0.5,2007-06-04,2007-06-05,2007-06-08,,10派0.5元（含税）,2006年报
2009-04-14,年度分红,2.0,,1.0,2009-04-20,2009-04-21,2009-04-24,2009-04-21,10送2股派1元（含税）,2008年报
2010-04-12,年度分红,,10.0,0.5,2010-04-16,2010-04-19,2010-04-23,2010-04-20,10转增10股派0.5元（含税）,2009年报
2011-06-14,年度分红,,,0.5,2011-06-20,2011-06-21,2011-06-24,,10派0.5元(含税),2010年报
2012-05-14,年度分红,1.0,2.0,0.5,2012-05-21,2012-05-22,2012-05-25,2012-05-22,10送1转增2股派0.5元(含税),2011年报
2013-03-28,年度分红,,,1.0,2013-04-02,2013-04-03,2013-04-10,,10派1元(含税),2012年报
2014-06-16,年度分红,,,0.8,2014-06-19,2014-06-20,2014-06-20,,10派0.8元(含税),2013年报
2015-05-12,年度分红,,,0.8,2015-05-15,2015-05-18,2015-05-18,,10派0.8元(含税),2014年报
2016-05-13,年度分红,,,1.0,2016-05-18,2016-05-19,2016-05-19,,10派1元(含税),2015年报
2017-06-09,年度分红,,,1.1,2017-06-14,2017-06-15,2017-06-15,,10派1.1元(含税),2016年报
2018-07-04,年度分红,,,1.1,2018-07-09,2018-07-10,2018-07-10,,10派1.1元(含税),2017年报
2019-05-10,年度分红,,,1.1,2019-05-15,2019-05-16,2019-05-16,,10派1.1元(含税),2018年报
2020-07-03,年度分红,,,1.0,2020-07-08,2020-07-09,2020-07-09,,10派1元(含税),2019年报
2021-07-16,年度分红,,,1.0,2021-07-22,2021-07-23,2021-07-23,,10派1元(含税),2020年报
2022-06-06,年度分红,,,0.6,2022-06-10,2022-06-13,2022-06-13,,10派0.6元(含税),2021年报
2023-06-02,年度分红,,,0.75,2023-06-08,2023-06-09,2023-06-09,,10派0.75元(含税),2022年报
2024-06-21,年度分红,,,0.4,2024-06-27,2024-06-28,2024-06-28,,10派0.4元(含税),2023年报
2025-06-20,年度分红,,,0.1,2025-06-26,2025-06-27,2025-06-27,,10派0.1元(含税),2024年报
2026-07-17,年度分红,,,0.12,2026-07-23,2026-07-24,2026-07-24,,10派0.12元(含税),2025年报
