实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-20,年度分红,,,1.5,2001-06-26,2001-06-27,2001-07-02,,10派1.5元(含税),2000年报
2002-07-10,年度分红,,,1.5,2002-07-15,2002-07-16,2002-07-22,,10派1.5元(含税),2001年报
2002-10-09,中期分红,,3.0,,2002-10-14,2002-10-15,,,10转增3股,2002半年报
2003-04-11,年度分红,,3.0,1.5,2003-04-16,2003-04-17,2003-04-23,,10派1.5元(含税)转增3股,2002年报
2004-05-11,年度分红,,,1.5,2004-05-14,2004-05-17,2004-05-24,,10派1.5元(含税),2003年报
2005-05-17,年度分红,,,2.5,2005-05-20,2005-05-23,2005-05-27,,10派2.5元(含税),2004年报
2006-05-16,年度分红,,,2.5,2006-05-19,2006-05-22,2006-05-26,,10派2.5元（含税）,2005年报
2007-05-17,年度分红,,,2.8,2007-05-22,2007-05-23,2007-05-29,,10派2.8元（含税）,2006年报
2008-04-18,年度分红,2.9,,0.33,2008-04-23,2008-04-24,2008-04-30,2008-04-24,10送2.9股派0.33元（含税）,2007年报
2009-06-02,年度分红,,,0.5,2009-06-05,2009-06-08,2009-06-12,,10派0.5元（含税）,2008年报
2010-04-20,年度分红,,,0.7,2010-04-23,2010-04-26,2010-04-30,,10派0.7元（含税）,2009年报
2011-05-10,年度分红,,,0.4,2011-05-13,2011-05-16,2011-05-20,,10派0.4元(含税),2010年报
2012-06-05,年度分红,,,0.2,2012-06-08,2012-06-11,2012-06-15,,10派0.2元(含税),2011年报
2013-07-02,年度分红,,,0.4,2013-07-05,2013-07-08,2013-07-12,,10派0.4元(含税),2012年报
2014-07-04,年度分红,,,0.3,2014-07-09,2014-07-10,2014-07-10,,10派0.3元(含税),2013年报
2016-05-04,年度分红,1.0,9.0,0.2,2016-05-09,2016-05-10,2016-05-10,,10送1转增9股派0.2元(含税),2015年报
2017-05-12,年度分红,,,0.17,2017-05-17,2017-05-18,2017-05-18,,10派0.17元(含税),2016年报
2018-06-13,年度分红,1.0,,0.5,2018-06-19,2018-06-20,2018-06-20,,10送1股派0.5元(含税),2017年报
2019-05-15,年度分红,,,0.44,2019-05-20,2019-05-21,2019-05-21,,10派0.44元(含税),2018年报
2020-06-01,年度分红,,,0.49,2020-06-04,2020-06-05,2020-06-05,,10派0.49元(含税),2019年报
2021-07-09,年度分红,,,0.6,2021-07-14,2021-07-15,2021-07-15,,10派0.6元(含税),2020年报
2022-04-21,年度分红,,,0.97,2022-04-26,2022-04-27,2022-04-27,,10派0.97元(含税),2021年报
