实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2020-05-21,年度分红,,,,,,,,10派3元(含税),2019年报
2020-09-17,中期分红,,,,,,,,10派1.5元(含税),2020半年报
2021-05-20,年度分红,,5.0,,,,,,10转增5股派2.5元(含税),2020年报
2021-10-13,中期分红,,,,,,,,10派1元(含税),2021半年报
2022-05-26,年度分红,,,,,,,,10派1元(含税),2021年报
2023-05-18,年度分红,,,,,,,,10派5元(含税),2022年报
2023-09-01,中期分红,,,,,,,,10派3.5元(含税),2023半年报
2024-05-24,年度分红,,,,,,,,10派5元(含税),2023年报
2025-05-28,年度分红,,,,,,,,10派2元(含税),2024年报
2025-09-09,中期分红,,,,,,,,10派2元(含税),2025半年报
2026-06-11,年度分红,,4.0,,,,,,10转增4股派5元(含税),2025年报
