实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-05-16,年度分红,,,4.0,2007-05-22,2007-05-23,2007-05-23,,10派4元（含税）,2006年报
2008-06-26,年度分红,,,4.0,2008-07-02,2008-07-03,2008-07-03,,10派4元（含税）,2007年报
2013-05-09,年度分红,,5.0,1.0,2013-05-15,2013-05-16,2013-05-16,2013-05-16,10转增5股派1元(含税),2012年报
2014-05-06,年度分红,,3.0,0.5,2014-05-09,2014-05-12,2014-05-12,2014-05-12,10转增3股派0.5元(含税),2013年报
2018-04-24,年度分红,,,1.0,2018-05-02,2018-05-03,2018-05-03,,10派1元(含税),2017年报
2019-06-05,年度分红,,,1.2,2019-06-11,2019-06-12,2019-06-12,,10派1.2元(含税),2018年报
2020-05-27,年度分红,,,1.2,2020-06-02,2020-06-03,2020-06-03,,10派1.2元(含税),2019年报
2021-07-06,年度分红,,,1.199956,2021-07-12,2021-07-13,2021-07-13,,10派1.199956元(含税),2020年报
2022-06-07,年度分红,,,1.612917,2022-06-10,2022-06-13,2022-06-13,,10派1.612917元(含税),2021年报
2023-05-22,年度分红,,4.0,1.7,2023-05-26,2023-05-29,2023-05-29,2023-05-29,10转增4股派1.7元(含税),2022年报
2024-05-30,年度分红,,,1.25,2024-06-04,2024-06-05,2024-06-05,,10派1.25元(含税),2023年报
2025-05-29,年度分红,,,1.25,2025-06-04,2025-06-05,2025-06-05,,10派1.25元(含税),2024年报
2026-05-23,年度分红,,,1.1,2026-05-28,2026-05-29,2026-05-29,,10派1.1元(含税),2025年报
