实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-08-05,年度分红,0.0,0.0,2.9,1998-08-07,1998-08-10,,,10派2.9元(含税),1997年报
2005-05-24,年度分红,,,0.5,2005-05-27,2005-05-30,2005-06-03,,10派0.5元(含税),2004年报
2007-08-15,中期分红,,10.0,,2007-08-20,2007-08-21,,,10转增10股,2007半年报
2009-06-01,年度分红,10.0,,1.2,2009-06-04,2009-06-05,2009-06-10,2009-06-08,10送10股派1.2元（含税）,2008年报
2012-06-19,年度分红,,,1.0,2012-06-25,2012-06-26,2012-06-29,,10派1元(含税),2011年报
2013-06-27,年度分红,,,0.7,2013-07-02,2013-07-03,2013-07-08,,10派0.7元(含税),2012年报
2014-04-22,年度分红,,,0.8,2014-04-25,2014-04-28,2014-05-05,,10派0.8元(含税),2013年报
2014-10-17,中期分红,,10.0,,2014-10-23,2014-10-24,,2014-10-27,10转增10股,2014半年报
2015-04-17,年度分红,,,0.3,2015-04-22,2015-04-23,2015-04-23,,10派0.3元(含税),2014年报
2016-06-02,年度分红,,,0.8,2016-06-07,2016-06-08,2016-06-08,,10派0.8元(含税),2015年报
2017-05-11,年度分红,,,0.5,2017-05-16,2017-05-17,2017-05-17,,10派0.5元(含税),2016年报
2018-06-19,年度分红,,,0.5,2018-06-22,2018-06-25,2018-06-25,,10派0.5元(含税),2017年报
2019-05-27,年度分红,,,0.4,2019-05-31,2019-06-03,2019-06-03,,10派0.4元(含税),2018年报
2020-06-02,年度分红,,,0.5,2020-06-05,2020-06-08,2020-06-08,,10派0.5元(含税),2019年报
2021-06-01,年度分红,,,0.7,2021-06-04,2021-06-07,2021-06-07,,10派0.7元(含税),2020年报
2022-07-20,年度分红,,,0.7,2022-07-26,2022-07-27,2022-07-27,,10派0.7元(含税),2021年报
2023-06-06,年度分红,,,0.4,2023-06-09,2023-06-12,2023-06-12,,10派0.4元(含税),2022年报
2024-07-03,年度分红,,,1.4,2024-07-08,2024-07-09,2024-07-09,,10派1.4元(含税),2023年报
2025-07-02,年度分红,,,1.2,2025-07-08,2025-07-09,2025-07-09,,10派1.2元(含税),2024年报
