实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-05-12,年度分红,,5.0,3.2,2012-05-17,2012-05-18,2012-05-18,2012-05-18,10转增5股派3.2元(含税),2011年报
2013-06-15,年度分红,,,2.0,2013-06-20,2013-06-21,2013-06-21,,10派2元(含税),2012年报
2014-05-21,年度分红,,,2.32,2014-05-27,2014-05-28,2014-05-28,,10派2.32元(含税),2013年报
2015-05-09,年度分红,,,3.100554,2015-05-14,2015-05-15,2015-05-15,,10派3.100554元(含税),2014年报
2016-05-24,年度分红,,,2.20863,2016-05-30,2016-05-31,2016-05-31,,10派2.208630(含税),2015年报
2017-05-26,年度分红,,20.0,1.7,2017-06-02,2017-06-05,2017-06-05,2017-06-05,10转增20股派1.7元(含税),2016年报
2018-06-01,年度分红,,,0.830873,2018-06-06,2018-06-07,2018-06-07,,10派0.830873元(含税),2017年报
2019-04-25,年度分红,,,0.86,2019-04-30,2019-05-06,2019-05-06,,10派0.86元(含税),2018年报
2020-06-11,年度分红,,,0.94,2020-06-17,2020-06-18,2020-06-18,,10派0.94元(含税),2019年报
2021-04-15,年度分红,,,2.18,2021-04-21,2021-04-22,2021-04-22,,10派2.18元(含税),2020年报
2022-05-06,年度分红,,,3.1,2022-05-12,2022-05-13,2022-05-13,,10派3.1元(含税),2021年报
2023-05-19,年度分红,,,2.05,2023-05-25,2023-05-26,2023-05-26,,10派2.05元(含税),2022年报
2024-07-09,年度分红,,,0.26,2024-07-15,2024-07-16,2024-07-16,,10派0.26元(含税),2023年报
2025-05-22,年度分红,,,1.71,2025-05-28,2025-05-29,2025-05-29,,10派1.71元(含税),2024年报
