实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-06-09,年度分红,3.0,3.0,0.0,1998-06-15,1998-06-16,,,10送3转增3股,1997年报
2002-06-06,年度分红,,,0.77,2002-06-12,2002-06-13,2002-06-13,,10派0.77元(含税),2001年报
2003-06-14,年度分红,,,0.77,2003-06-20,2003-06-23,2003-06-23,,10股派0.77元（含税）,2002年报
2004-06-02,年度分红,0.0,0.0,1.1,2004-06-08,2004-06-09,2004-06-09,,10派1.1元(含税),2003年报
2005-06-15,年度分红,0.0,0.0,1.4,2005-06-20,2005-06-21,2005-06-21,,10派1.4元(含税),2004年报
2006-05-26,年度分红,,,0.7,2006-05-31,2006-06-01,2006-06-01,,10派0.7元（含税）,2005年报
2007-06-02,年度分红,3.0,,1.0,2007-06-07,2007-06-08,2007-06-08,2007-06-08,10送3股派1元（含税）,2006年报
2008-06-21,年度分红,,,0.5,2008-06-26,2008-06-27,2008-06-27,,10派0.5元（含税）,2007年报
2009-07-23,年度分红,,,0.5,2009-07-28,2009-07-29,2009-07-29,,10派0.5元（含税）,2008年报
2010-06-26,年度分红,,,0.7,2010-07-01,2010-07-02,2010-07-02,,10派0.7元（含税）,2009年报
2011-06-01,年度分红,,,1.0,2011-06-08,2011-06-09,2011-06-09,,10派1元(含税),2010年报
2012-06-08,年度分红,,,0.7,2012-06-14,2012-06-15,2012-06-15,,10派0.7元(含税),2011年报
2013-08-05,年度分红,,,0.7,2013-08-09,2013-08-12,2013-08-12,,10派0.7元(含税),2012年报
2014-07-19,年度分红,,,0.7,2014-07-24,2014-07-25,2014-07-25,,10派0.7元(含税),2013年报
2015-08-06,年度分红,,,0.7,2015-08-11,2015-08-12,2015-08-12,,10派0.7元(含税),2014年报
2016-07-15,年度分红,,,0.7,2016-07-21,2016-07-22,2016-07-22,,10派0.7元(含税),2015年报
2017-06-14,年度分红,,,0.7,2017-06-19,2017-06-20,2017-06-20,,10派0.7元(含税),2016年报
2018-08-07,年度分红,,,0.8,2018-08-10,2018-08-13,2018-08-13,,10派0.8元(含税),2017年报
2019-06-29,年度分红,,,0.8,2019-07-05,2019-07-08,2019-07-08,,10派0.8元(含税),2018年报
2019-09-21,中期分红,,4.9,,2019-09-26,2019-09-27,,2019-09-27,10转增4.9股,2019半年报
2020-06-22,年度分红,,,0.8,2020-06-30,2020-07-01,2020-07-01,,10派0.8元(含税),2019年报
2021-07-09,年度分红,,,0.5,2021-07-15,2021-07-16,2021-07-16,,10派0.5元(含税),2020年报
2022-05-19,年度分红,,,0.5,2022-05-25,2022-05-26,2022-05-26,,10派0.5元(含税),2021年报
2024-05-20,年度分红,,,0.5,2024-05-23,2024-05-24,2024-05-24,,10派0.5元(含税),2023年报
2025-05-22,年度分红,,3.0,1.0,2025-05-28,2025-05-29,2025-05-29,2025-05-29,10转增3股派1元(含税),2024年报
