实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-05-06,年度分红,,,5.0,2011-05-12,2011-05-13,2011-05-13,,10派5元(含税),2010年报
2011-08-23,中期分红,,10.0,,2011-08-29,2011-08-30,,2011-08-30,10转增10股,2011半年报
2012-03-14,年度分红,,,2.5,2012-03-20,2012-03-21,2012-03-21,,10派2.5元(含税),2011年报
2013-03-25,年度分红,,,4.0,2013-03-29,2013-04-01,2013-04-01,,10派4元(含税),2012年报
2014-04-22,年度分红,,5.0,4.0,2014-04-28,2014-04-29,2014-04-29,2014-04-29,10转增5股派4元(含税),2013年报
2015-04-29,年度分红,,,3.0,2015-05-05,2015-05-06,2015-05-06,,10派3元(含税),2014年报
2016-03-18,年度分红,,18.0,3.0,2016-03-23,2016-03-24,2016-03-24,2016-03-24,10转增18股派3元(含税),2015年报
2017-05-25,年度分红,,,0.11,2017-06-01,2017-06-02,2017-06-02,,10派0.11元(含税),2016年报
2018-05-22,年度分红,,,1.2,2018-05-25,2018-05-28,2018-05-28,,10派1.2元(含税),2017年报
2019-04-25,年度分红,,,1.2,2019-05-06,2019-05-07,2019-05-07,,10派1.2元(含税),2018年报
2020-04-28,年度分红,,,0.14,2020-05-08,2020-05-11,2020-05-11,,10派0.14元(含税),2019年报
2021-04-23,年度分红,,,1.2,2021-04-28,2021-04-29,2021-04-29,,10派1.2元(含税),2020年报
2022-03-25,年度分红,,,1.2,2022-03-30,2022-03-31,2022-03-31,,10派1.2元(含税),2021年报
2023-05-11,年度分红,,,1.2,2023-05-17,2023-05-18,2023-05-18,,10派1.2元(含税),2022年报
2024-05-11,年度分红,,,1.2,2024-05-17,2024-05-20,2024-05-20,,10派1.2元(含税),2023年报
2025-05-07,年度分红,,,1.2,2025-05-13,2025-05-14,2025-05-14,,10派1.2元(含税),2024年报
2026-04-17,年度分红,,,1.2,2026-04-23,2026-04-24,2026-04-24,,10派1.2元(含税),2025年报
