实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1993-06-26,年度分红,1.0,0.0,0.0,1993-07-02,1993-07-05,,,10送1股,1992年报
1994-06-04,年度分红,2.0,0.0,1.0,1994-06-10,1994-06-13,,,10送2股派1元,1993年报
1995-05-06,年度分红,0.0,0.0,1.5,1995-05-12,1995-05-15,,,10派1.50元（含税）,1994年报
1996-06-22,年度分红,1.0,0.0,0.0,1996-06-27,1996-06-28,,,10送1股,1995年报
2002-07-05,年度分红,,,0.1,2002-07-10,2002-07-11,2002-07-19,,10派0.1元(含税),2001年报
2003-06-27,年度分红,,,0.5,2003-07-02,2003-07-03,2003-07-11,,10股派0.50元（含税）,2002年报
2004-06-26,年度分红,,,0.7,2004-07-07,2004-07-08,2004-07-16,,10派0.7元(含税),2003年报
2012-05-10,年度分红,,,2.0,2012-05-15,2012-05-16,2012-05-22,,10派2元(含税),2011年报
2013-05-27,年度分红,,,2.5,2013-05-30,2013-05-31,2013-06-06,,10派2.5元(含税),2012年报
2014-05-14,年度分红,,10.0,3.5,2014-05-19,2014-05-20,2014-05-23,2014-05-19,10转增10股派3.5元(含税),2013年报
2015-05-13,年度分红,,,2.2,2015-05-18,2015-05-19,2015-05-19,,10派2.2元(含税),2014年报
2016-06-09,年度分红,,,1.6,2016-06-16,2016-06-17,2016-06-17,,10派1.6元(含税),2015年报
2017-05-16,年度分红,,,0.95,2017-05-19,2017-05-22,2017-05-22,,10派0.95元(含税),2016年报
2018-06-13,年度分红,,,1.8,2018-06-19,2018-06-20,2018-06-20,,10派1.8元(含税),2017年报
2019-05-28,年度分红,,,0.8,2019-06-03,2019-06-04,2019-06-04,,10派0.8元(含税),2018年报
2020-06-22,年度分红,,,0.8,2020-06-29,2020-06-30,2020-06-30,,10派0.8元(含税),2019年报
2021-06-01,年度分红,,,0.8,2021-06-07,2021-06-08,2021-06-08,,10派0.8元(含税),2020年报
2022-06-09,年度分红,,,0.8,2022-06-15,2022-06-16,2022-06-16,,10派0.8元(含税),2021年报
2023-06-01,年度分红,,,0.8,2023-06-07,2023-06-08,2023-06-08,,10派0.8元(含税),2022年报
2024-05-17,年度分红,,,1.3,2024-05-23,2024-05-24,2024-05-24,,10派1.3元(含税),2023年报
2024-09-03,中期分红,,,0.9,2024-09-09,2024-09-10,2024-09-10,,10派0.9元(含税),2024半年报
2025-05-29,年度分红,,,1.6,2025-06-05,2025-06-06,2025-06-06,,10派1.6元(含税),2024年报
2025-09-19,中期分红,,,0.8,2025-09-25,2025-09-26,2025-09-26,,10派0.8元(含税),2025半年报
2026-06-05,年度分红,,,1.7,2026-06-11,2026-06-12,2026-06-12,,10派1.7元(含税),2025年报
