实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-06-17,年度分红,,,0.21,2015-06-24,2015-06-25,2015-06-25,,10派0.21元(含税),2014年报
2016-06-17,年度分红,,,0.33,2016-06-22,2016-06-23,2016-06-23,,10派0.33元(含税),2015年报
2017-05-19,年度分红,,,0.64,2017-05-24,2017-05-25,2017-05-25,,10派0.64元(含税),2016年报
2018-04-27,年度分红,,,0.11,2018-05-04,2018-05-07,2018-05-07,,10派0.11元(含税),2017年报
2019-05-31,年度分红,,,0.1,2019-06-05,2019-06-06,2019-06-06,,10派0.1元(含税),2018年报
2020-05-21,年度分红,,,0.2,2020-05-27,2020-05-28,2020-05-28,,10派0.2元(含税),2019年报
2021-06-10,年度分红,,,0.37,2021-06-17,2021-06-18,2021-06-18,,10派0.37元(含税),2020年报
2022-06-14,年度分红,,,0.35,2022-06-20,2022-06-21,2022-06-21,,10派0.35元(含税),2021年报
2023-06-03,年度分红,,,0.58,2023-06-08,2023-06-09,2023-06-09,,10派0.58元(含税),2022年报
2025-05-20,年度分红,,,0.5,2025-05-26,2025-05-27,2025-05-27,,10派0.5元(含税),2024年报
2026-06-10,年度分红,,,1.56,2026-06-16,2026-06-17,2026-06-17,,10派1.56元(含税),2025年报
