实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-02-26,中期分红,0.0,5.0,0.0,1997-02-28,1997-03-03,,,10转增5股,1996半年报
1997-07-03,年度分红,3.0,0.0,0.0,1997-07-09,1997-07-10,,,10送3股,1996年报
1998-10-01,中期分红,3.0,0.0,0.0,1998-10-08,1998-10-09,,,10送3股,1998半年报
2001-06-26,年度分红,,,1.0,2001-07-03,2001-07-04,2001-07-05,,10派1元（含税）,2000年报
2002-06-18,年度分红,,,1.0,2002-06-24,2002-06-25,2002-06-25,,10派1元(含税),2001年报
2003-06-11,年度分红,,,1.0,2003-06-17,2003-06-18,2003-06-18,,10股派1元(含税),2002年报
2004-05-11,年度分红,0.0,0.0,1.0,2004-05-18,2004-05-19,2004-05-19,,10派1元(含税),2003年报
2005-05-16,年度分红,0.0,1.0,1.5,2005-05-20,2005-05-23,2005-05-23,,10转增1股派1.50元（含税）,2004年报
2006-05-30,年度分红,,10.0,2.0,2006-06-02,2006-06-05,2006-06-05,,10转增10股派2元(含税),2005年报
2007-06-08,年度分红,,,1.2,2007-06-13,2007-06-14,2007-06-14,,10派1.2元（含税）,2006年报
2008-05-15,年度分红,,,2.2,2008-05-21,2008-05-22,2008-05-22,,10派2.2元（含税）,2007年报
2009-06-18,年度分红,,,1.5,2009-06-22,2009-06-23,2009-06-23,,10派1.5元（含税）,2008年报
2010-06-09,年度分红,,,1.0,2010-06-17,2010-06-18,2010-06-18,,10派1元（含税）,2009年报
2011-05-26,年度分红,,,1.0,2011-05-31,2011-06-01,2011-06-01,,10派1元(含税),2010年报
2012-05-24,年度分红,,4.3274,0.4327,2012-05-30,2012-05-31,2012-05-31,2012-05-31,10转增4.3274股派0.4327元(含税),2011年报
2013-06-25,年度分红,,,1.0,2013-06-28,2013-07-01,2013-07-01,,10派1元(含税),2012年报
2014-07-14,年度分红,,,0.1,2014-07-21,2014-07-22,2014-07-22,,10派0.1元(含税),2013年报
2015-06-26,年度分红,,,0.1,2015-07-02,2015-07-03,2015-07-03,,10派0.1元(含税),2014年报
2016-07-07,年度分红,,,0.1,2016-07-14,2016-07-15,2016-07-15,,10派0.1元(含税),2015年报
2023-05-16,年度分红,,,1.0,2023-05-19,2023-05-22,2023-05-22,,10派1元(含税),2022年报
2024-06-06,年度分红,,,3.2,2024-06-13,2024-06-14,2024-06-14,,10派3.2元(含税),2023年报
2025-06-06,年度分红,,,2.0,2025-06-11,2025-06-12,2025-06-12,,10派2元(含税),2024年报
2026-06-09,年度分红,,,2.5,2026-06-12,2026-06-15,2026-06-15,,10派2.5元(含税),2025年报
