实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-10-12,中期分红,,,3.5,2010-10-18,2010-10-19,2010-10-19,,10派3.5元（含税）,2010半年报
2011-09-20,中期分红,,,4.5,2011-09-23,2011-09-26,2011-09-26,,10派4.5元(含税),2011半年报
2012-07-11,年度分红,,,3.0,2012-07-16,2012-07-17,2012-07-17,,10派3元(含税),2011年报
2013-06-19,年度分红,,,1.5,2013-06-25,2013-06-26,2013-06-26,,10派1.5元(含税),2012年报
2014-05-06,年度分红,,,2.5,2014-05-09,2014-05-12,2014-05-12,,10派2.5元(含税),2013年报
2016-07-14,年度分红,,,0.5,2016-07-19,2016-07-20,2016-07-20,,10派0.5元(含税),2015年报
2017-06-29,年度分红,,10.0,0.91,2017-07-04,2017-07-05,2017-07-05,2017-07-05,10转增10股派0.91元(含税),2016年报
2018-09-07,年度分红,,,1.17,2018-09-13,2018-09-14,2018-09-14,,10派1.17元(含税),2017年报
2019-08-08,年度分红,,,0.39,2019-08-15,2019-08-16,2019-08-16,,10派0.39元(含税),2018年报
2022-12-16,重整转增,,14.0,,2022-12-21,,,,10转增14股,
