实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-05,年度分红,,,0.5,2001-06-11,2001-06-12,2001-06-20,,10派0.5元(含税),2000年报
2002-06-13,年度分红,,,1.25,2002-06-18,2002-06-19,2002-06-25,,10派1.25元(含税),2001年报
2003-06-12,年度分红,,,2.0,2003-06-17,2003-06-18,2003-06-24,,10股派2.00元(含税),2002年报
2004-06-15,年度分红,,,2.5,2004-06-18,2004-06-21,2004-06-25,,10派2.5元(含税),2003年报
2005-06-07,年度分红,,,3.2,2005-06-10,2005-06-13,2005-06-16,,10派3.2元(含税),2004年报
2006-05-19,年度分红,,,3.2,2006-05-24,2006-05-25,2006-05-31,,10派3.2元（含税）,2005年报
2007-05-22,年度分红,,,3.5,2007-05-28,2007-05-29,2007-06-01,,10派3.5元（含税）,2006年报
2008-05-07,年度分红,,,3.5,2008-05-12,2008-05-13,2008-05-16,,10派3.5元（含税）,2007年报
2009-06-09,年度分红,,,1.8,2009-06-12,2009-06-15,2009-06-19,,10派1.8元（含税）,2008年报
2010-05-18,年度分红,,,2.0,2010-05-21,2010-05-24,2010-05-28,,10派2元（含税）,2009年报
2011-05-31,年度分红,,,3.0,2011-06-08,2011-06-09,2011-06-15,,10派3元(含税),2010年报
2012-06-05,年度分红,,,2.0,2012-06-08,2012-06-11,2012-06-15,,10派2元(含税),2011年报
2013-06-07,年度分红,,,1.3832,2013-06-17,2013-06-18,2013-06-24,,10股派1.3832元（含税）,2012年报
2014-06-24,年度分红,,,1.0,2014-06-27,2014-06-30,2014-06-30,,10派1元(含税),2013年报
2015-05-08,年度分红,,,1.8,2015-05-13,2015-05-14,2015-05-14,,10派1.8元(含税),2014年报
2016-06-02,年度分红,,,0.6,2016-06-07,2016-06-08,2016-06-08,,10派0.6元（含税）,2015年报
2017-06-08,年度分红,,,2.1,2017-06-13,2017-06-14,2017-06-14,,10派2.1元(含税),2016年报
2018-06-04,年度分红,,,4.5,2018-06-07,2018-06-08,2018-06-08,,10派4.5元(含税),2017年报
2019-05-27,年度分红,,,5.0,2019-05-30,2019-05-31,2019-05-31,,10派5元(含税),2018年报
2020-05-28,年度分红,,,2.8,2020-06-02,2020-06-03,2020-06-03,,10派2.8元(含税),2019年报
2021-06-11,年度分红,,,3.0,2021-06-17,2021-06-18,2021-06-18,,10派3元(含税),2020年报
2021-10-11,中期分红,,,3.5,2021-10-14,2021-10-15,2021-10-15,,10派3.5元(含税),2021半年报
2022-06-24,年度分红,,,2.5,2022-06-29,2022-06-30,2022-06-30,,10派2.5元(含税),2021年报
2022-09-30,中期分红,,,1.8,2022-10-12,2022-10-13,2022-10-13,,10派1.8元(含税),2022半年报
2023-06-08,年度分红,,,1.0,2023-06-13,2023-06-14,2023-06-14,,10派1元(含税),2022年报
2023-10-10,中期分红,,,1.1,2023-10-13,2023-10-16,2023-10-16,,10派1.1元(含税),2023半年报
2024-06-06,年度分红,,,2.0,2024-06-12,2024-06-13,2024-06-13,,10派2元(含税),2023年报
2024-09-19,中期分红,,,1.1,2024-09-24,2024-09-25,2024-09-25,,10派1.1元(含税),2024半年报
2025-06-05,年度分红,,,1.0,2025-06-10,2025-06-11,2025-06-11,,10派1元(含税),2024年报
2025-09-18,中期分红,,,1.2,2025-09-23,2025-09-24,2025-09-24,,10派1.2元(含税),2025半年报
