实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-06-22,年度分红,,,1.66,2017-06-27,2017-06-28,2017-06-28,,10派1.66元(含税),2016年报
2018-06-11,年度分红,,,2.62,2018-06-14,2018-06-15,2018-06-15,,10派2.62元(含税),2017年报
2019-06-19,年度分红,,,3.0,2019-06-24,2019-06-25,2019-06-25,,10派3元(含税),2018年报
2020-06-04,年度分红,,,4.3,2020-06-10,2020-06-11,2020-06-11,,10派4.3元(含税),2019年报
2021-06-03,年度分红,,,4.9,2021-06-09,2021-06-10,2021-06-10,,10派4.9元(含税),2020年报
2022-06-02,年度分红,,,1.6,2022-06-09,2022-06-10,2022-06-10,,10派1.6元(含税),2021年报
2023-06-08,年度分红,,,0.6,2023-06-14,2023-06-15,2023-06-15,,10派0.6元(含税),2022年报
2024-06-07,年度分红,,,2.86,2024-06-13,2024-06-14,2024-06-14,,10派2.86元(含税),2023年报
2024-06-07,季度分红,,,0.91,2024-06-13,2024-06-14,2024-06-14,,10派0.91元(含税),2024一季报
2024-09-21,中期分红,,,1.0,2024-09-26,2024-09-27,2024-09-27,,10派1元(含税),2024半年报
2024-12-17,季度分红,,,1.62,2024-12-23,2024-12-24,2024-12-24,,10派1.62元(含税),2024三季报
2025-07-03,年度分红,,,0.14,2025-07-09,2025-07-10,2025-07-10,,10派0.14元(含税),2024年报
2025-07-03,季度分红,,,0.7,2025-07-09,2025-07-10,2025-07-10,,10派0.7元(含税),2025一季报
2025-10-16,中期分红,,,1.1,2025-10-22,2025-10-23,2025-10-23,,10派1.1元(含税),2025半年报
2025-12-12,季度分红,,,0.65,2025-12-18,2025-12-19,2025-12-19,,10派0.65元(含税),2025三季报
