实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2005-06-13,年度分红,,3.0,2.0,2005-06-16,2005-06-17,2005-06-23,,10转增3股派2元(含税),2004年报
2010-06-01,年度分红,,,0.8,2010-06-04,2010-06-07,2010-06-11,,10派0.8元（含税）,2009年报
2012-06-21,年度分红,,,4.0,2012-06-27,2012-06-28,2012-07-04,,10派4元(含税),2011年报
2013-06-06,年度分红,,,1.0,2013-06-14,2013-06-17,2013-06-21,,10派1元(含税),2012年报
2014-06-30,年度分红,,,1.2,2014-07-03,2014-07-04,2014-07-04,,10派1.2元(含税),2013年报
2015-06-01,年度分红,,,1.2,2015-06-04,2015-06-05,2015-06-05,,10派1.2元(含税),2014年报
2016-07-25,年度分红,,,1.0,2016-07-28,2016-07-29,2016-07-29,,10派1元(含税),2015年报
2017-06-06,年度分红,,,1.42,2017-06-13,2017-06-14,2017-06-14,,10派1.42元(含税),2016年报
2018-07-03,年度分红,,,2.2,2018-07-10,2018-07-11,2018-07-11,,10派2.2元(含税),2017年报
2019-09-23,中期分红,,,2.0,2019-09-27,2019-09-30,2019-09-30,,10派2元(含税),2019半年报
2020-07-10,年度分红,,4.0,,2020-07-15,2020-07-16,,,10转增4股,2019年报
2021-07-16,年度分红,,,1.31,2021-07-22,2021-07-23,2021-07-23,,10派1.31元(含税),2020年报
2022-06-17,年度分红,,,1.0,2022-06-23,2022-06-24,2022-06-24,,10派1元(含税),2021年报
2023-06-29,年度分红,,,1.0991,2023-07-06,2023-07-07,2023-07-07,,10派1.0991元(含税),2022年报
2024-07-05,年度分红,,,2.5,2024-07-11,2024-07-12,2024-07-12,,10派2.5元(含税),2023年报
2024-09-27,中期分红,,,1.0,2024-10-10,2024-10-11,2024-10-11,,10派1元(含税),2024半年报
2025-06-17,年度分红,,3.0,3.0,2025-06-20,2025-06-23,2025-06-23,,10转增3股派3元(含税),2024年报
2025-09-19,中期分红,,,1.0,2025-09-25,2025-09-26,2025-09-26,,10派1元(含税),2025半年报
2026-05-28,年度分红,,,3.0,2026-06-03,2026-06-04,2026-06-04,,10派3元(含税),2025年报
