实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-04-30,年度分红,2.0,0.0,0.0,1994-05-06,1994-05-09,,,10送2股,1993年报
1995-06-10,年度分红,0.0,0.0,0.6,1995-06-16,1995-06-19,,,10派0.60元,1994年报
1999-07-14,年度分红,0.0,0.0,1.0,1999-07-16,1999-07-19,1999-07-20,,10派1元(含税),1998年报
2000-07-11,年度分红,,,1.0,2000-07-13,2000-07-14,2000-07-17,,10派1元（含税）,1999年报
2001-07-20,年度分红,,,1.2,2001-07-26,2001-07-27,2001-08-01,,10派1.2元(含税),2000年报
2003-07-25,年度分红,,,0.6,2003-07-30,2003-07-31,2003-08-06,,10股派0.6元（含税）,2002年报
2015-07-03,年度分红,,,0.45,2015-07-09,2015-07-10,2015-07-10,,10派0.45元(含税),2014年报
2016-07-18,年度分红,,,0.58,2016-07-25,2016-07-26,2016-07-26,,10派0.58元(含税),2015年报
2018-07-27,年度分红,,,0.91,2018-08-02,2018-08-03,2018-08-03,,10派0.91元(含税),2017年报
2024-06-29,年度分红,,,0.12,2024-07-04,2024-07-05,2024-07-05,,10派0.12元(含税),2023年报
2025-08-02,年度分红,,,0.38,2025-08-07,2025-08-08,2025-08-08,,10派0.38元(含税),2024年报
