实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-05-09,年度分红,,,1.0,2012-05-14,2012-05-15,2012-05-21,,10派1元(含税),2011年报
2013-05-20,年度分红,,,1.0,2013-05-23,2013-05-24,2013-06-05,,10派1元(含税),2012年报
2014-05-20,年度分红,,,1.5,2014-05-23,2014-05-26,2014-05-30,,10派1.5元(含税),2013年报
2015-06-26,年度分红,,,1.2,2015-07-02,2015-07-03,2015-07-03,,10派1.2元(含税),2014年报
2016-06-20,年度分红,,10.0,1.2,2016-06-23,2016-06-24,2016-06-24,,10转增10股派1.2元(含税),2015年报
2017-06-09,年度分红,,,0.7,2017-06-14,2017-06-15,2017-06-15,,10派0.7元(含税),2016年报
2018-06-29,年度分红,,,0.7,2018-07-05,2018-07-06,2018-07-06,,10派0.7元(含税),2017年报
2019-06-18,年度分红,,,0.7,2019-06-21,2019-06-24,2019-06-24,,10派0.7元(含税),2018年报
2020-05-28,年度分红,,,1.0,2020-06-02,2020-06-03,2020-06-03,,10派1元(含税),2019年报
2021-06-17,年度分红,,,1.0,2021-06-23,2021-06-24,2021-06-24,,10派1元(含税),2020年报
2022-06-29,年度分红,,,1.2,2022-07-06,2022-07-07,2022-07-07,,10派1.2元(含税),2021年报
2023-06-20,年度分红,,,1.0,2023-06-29,2023-06-30,2023-06-30,,10派1元(含税),2022年报
2024-06-26,年度分红,,,1.0,2024-07-03,2024-07-04,2024-07-04,,10派1元(含税),2023年报
2025-07-03,年度分红,,,1.0,2025-07-10,2025-07-11,2025-07-11,,10派1元(含税),2024年报
