实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-07-13,年度分红,,,1.3,2016-07-20,2016-07-21,2016-07-21,,10派1.3元(含税),2015年报
2017-02-10,中期分红,,,0.5,2017-02-15,2017-02-16,2017-02-16,,10派0.5元（含税）,2016半年报
2017-06-16,年度分红,,,1.047,2017-06-21,2017-06-22,2017-06-22,,10派1.047元(含税),2016年报
2018-08-03,年度分红,,,2.048,2018-08-08,2018-08-09,2018-08-09,,10派2.048元(含税),2017年报
2019-08-15,年度分红,,,2.2,2019-08-21,2019-08-22,2019-08-22,,10派2.2元(含税),2018年报
2020-07-23,年度分红,,,2.5,2020-07-29,2020-07-30,2020-07-30,,10派2.5元(含税),2019年报
2021-06-25,年度分红,,,3.1,2021-06-30,2021-07-01,2021-07-01,,10派3.1元(含税),2020年报
2022-08-17,年度分红,,,3.3,2022-08-22,2022-08-23,2022-08-23,,10派3.3元(含税),2021年报
2023-07-21,年度分红,,,4.7,2023-07-26,2023-07-27,2023-07-27,,10派4.7元(含税),2022年报
2024-06-25,年度分红,,,5.4,2024-06-28,2024-07-01,2024-07-01,,10派5.4元(含税),2023年报
2025-07-22,年度分红,,,5.5,2025-07-25,2025-07-28,2025-07-28,,10派5.5元(含税),2024年报
