实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-25,年度分红,,7.0,3.0,2011-04-28,2011-04-29,2011-04-29,2011-04-29,10转增7股派3元(含税),2010年报
2012-03-23,年度分红,,5.0,1.0,2012-03-28,2012-03-29,2012-03-29,2012-03-29,10转增5股派1元(含税),2011年报
2013-03-27,年度分红,,5.0,1.0,2013-04-02,2013-04-03,2013-04-03,2013-04-03,10转增5股派1元(含税),2012年报
2014-04-09,年度分红,,3.0,1.0,2014-04-15,2014-04-16,2014-04-16,2014-04-16,10转增3股派1元(含税),2013年报
2015-04-28,年度分红,,,1.5,2015-05-05,2015-05-06,2015-05-06,,10派1.5元(含税),2014年报
2016-04-20,年度分红,,5.0,1.5,2016-04-26,2016-04-27,2016-04-27,2016-04-27,10转增5股派1.5元(含税),2015年报
2017-04-20,年度分红,,,1.0,2017-04-26,2017-04-27,2017-04-27,,10派1元(含税),2016年报
2018-04-19,年度分红,,,0.5,2018-04-25,2018-04-26,2018-04-26,,10派0.5元(含税),2017年报
2019-04-19,年度分红,,,1.0,2019-04-25,2019-04-26,2019-04-26,,10派1元(含税),2018年报
2020-05-19,年度分红,,,1.0,2020-05-25,2020-05-26,2020-05-26,,10派1元(含税),2019年报
2021-04-22,年度分红,,,1.5,2021-04-29,2021-04-30,2021-04-30,,10派1.5元(含税),2020年报
2022-04-20,年度分红,,,2.5,2022-04-27,2022-04-28,2022-04-28,,10派2.5元(含税),2021年报
2023-05-17,年度分红,,,2.5,2023-05-24,2023-05-25,2023-05-25,,10派2.5元(含税),2022年报
2024-04-19,年度分红,,,3.0,2024-04-25,2024-04-26,2024-04-26,,10派3元(含税),2023年报
2024-08-30,中期分红,,,1.0,2024-09-05,2024-09-06,2024-09-06,,10派1元(含税),2024半年报
2025-04-23,年度分红,,,3.0,2025-04-29,2025-04-30,2025-04-30,,10派3元(含税),2024年报
2025-09-13,中期分红,,,1.0,2025-09-18,2025-09-19,2025-09-19,,10派1元(含税),2025半年报
2026-05-15,年度分红,,,2.0,2026-05-21,2026-05-22,2026-05-22,,10派2元(含税),2025年报
