实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-03-23,年度分红,,8.0,,2011-03-29,2011-03-30,,2011-03-30,10转增8股,2010年报
2012-05-12,年度分红,,,1.0,2012-05-17,2012-05-18,2012-05-18,,10派1元(含税),2011年报
2013-05-07,年度分红,,3.0,,2013-05-13,2013-05-14,,2013-05-14,10转增3股,2012年报
2014-05-05,年度分红,,10.0,0.6,2014-05-09,2014-05-12,2014-05-12,2014-05-12,10转增10股派0.6元(含税),2013年报
2015-07-30,年度分红,,,0.4,2015-08-05,2015-08-06,2015-08-06,,10派0.4元(含税),2014年报
2016-05-10,年度分红,,,0.4,2016-05-16,2016-05-17,2016-05-17,,10派0.4元(含税),2015年报
2017-04-20,年度分红,,,1.0,2017-04-27,2017-04-28,2017-04-28,,10派1元(含税),2016年报
2018-05-04,年度分红,,,3.0,2018-05-10,2018-05-11,2018-05-11,,10派3元(含税),2017年报
2019-04-17,年度分红,,,6.5,2019-04-23,2019-04-24,2019-04-24,,10派6.5元(含税),2018年报
2020-03-26,年度分红,,,3.015761,2020-04-01,2020-04-02,2020-04-02,,10派3.015761元(含税),2019年报
2021-06-21,年度分红,,,1.5,2021-06-28,2021-06-29,2021-06-29,,10派1.5元(含税),2020年报
2022-04-22,年度分红,,,1.0,2022-04-28,2022-04-29,2022-04-29,,10派1元(含税),2021年报
2023-05-24,年度分红,,,2.0,2023-05-30,2023-05-31,2023-05-31,,10派2元(含税),2022年报
2024-04-22,年度分红,,,2.5,2024-04-26,2024-04-29,2024-04-29,,10派2.5元(含税),2023年报
2024-11-15,中期分红,,,0.5,2024-11-21,2024-11-22,2024-11-22,,10派0.5元(含税),2024半年报
2025-01-04,季度分红,,,0.7,2025-01-09,2025-01-10,2025-01-10,,10派0.7元(含税),2024三季报
2025-06-05,年度分红,,,0.7,2025-06-11,2025-06-12,2025-06-12,,10派0.7元(含税),2024年报
2025-09-04,中期分红,,,0.7,2025-09-10,2025-09-11,2025-09-11,,10派0.7元(含税),2025半年报
2026-05-09,年度分红,,,0.8,2026-05-15,2026-05-18,2026-05-18,,10派0.8元(含税),2025年报
