实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-29,年度分红,,3.0,2.0,2011-05-06,2011-05-09,2011-05-09,2011-05-09,10转增3股派2元(含税),2010年报
2012-05-23,年度分红,,,2.5,2012-05-28,2012-05-29,2012-05-29,,10派2.5元(含税),2011年报
2013-04-24,年度分红,,10.0,2.0,2013-05-03,2013-05-06,2013-05-06,2013-05-06,10转增10股派2元(含税),2012年报
2014-04-25,年度分红,,,2.0,2014-05-06,2014-05-07,2014-05-07,,10派2元(含税),2013年报
2015-04-03,年度分红,,15.0,,2015-04-10,2015-04-13,,2015-04-13,10转增15股,2014年报
2016-06-13,年度分红,,,0.5,2016-06-16,2016-06-17,2016-06-17,,10派0.5元(含税),2015年报
2017-05-18,年度分红,,,0.6,2017-05-23,2017-05-24,2017-05-24,,10派0.6元(含税),2016年报
2018-06-14,年度分红,,,0.6,2018-06-20,2018-06-21,2018-06-21,,10派0.6元(含税),2017年报
2019-06-05,年度分红,,,3.20297,2019-06-11,2019-06-12,2019-06-12,,10派3.20297元(含税),2018年报
2019-09-18,中期分红,,,1.6,2019-09-24,2019-09-25,2019-09-25,,10派1.6元(含税),2019半年报
2020-05-22,年度分红,,,0.800249,2020-05-28,2020-05-29,2020-05-29,,10派0.800249元(含税),2019年报
2020-10-30,中期分红,,,1.605092,2020-11-04,2020-11-05,2020-11-05,,10派1.605092元(含税),2020半年报
2021-06-16,年度分红,,,0.6,2021-06-22,2021-06-23,2021-06-23,,10派0.6元(含税),2020年报
2022-07-01,年度分红,,,1.000716,2022-07-07,2022-07-08,2022-07-08,,10派1.000716元(含税),2021年报
2023-05-22,年度分红,,,2.5,2023-05-25,2023-05-26,2023-05-26,,10派2.5元(含税),2022年报
2023-09-09,中期分红,,,1.6,2023-09-14,2023-09-15,2023-09-15,,10派1.6元(含税),2023半年报
2024-05-23,年度分红,,,3.249994,2024-05-29,2024-05-30,2024-05-30,,10派3.249994元(含税),2023年报
2024-09-20,中期分红,,,1.6,2024-09-25,2024-09-26,2024-09-26,,10派1.6元(含税),2024半年报
2025-05-23,年度分红,,,2.0,2025-05-28,2025-05-29,2025-05-29,,10派2元(含税),2024年报
2025-09-17,中期分红,,,1.0,2025-09-22,2025-09-23,2025-09-23,,10派1元(含税),2025半年报
