实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2003-07-31,年度分红,,,0.5,2003-08-05,2003-08-06,2003-08-12,,10股派0.5元（含税）,2002年报
2005-05-18,年度分红,,,0.5,2005-05-23,2005-05-24,2005-05-30,,10派0.5元(含税),2004年报
2006-06-02,年度分红,,5.0,1.0,2006-06-07,2006-06-08,2006-06-15,,10转增5股派1元（含税）,2005年报
2008-06-16,年度分红,2.0,3.0,0.3,2008-06-19,2008-06-20,2008-06-26,2008-06-20,10送2转增3股派0.3元（含税）,2007年报
2009-05-14,年度分红,,,0.7,2009-05-19,2009-05-20,2009-05-25,,10派0.7元（含税）,2008年报
2010-06-23,年度分红,,,0.3,2010-06-28,2010-06-29,2010-07-02,,10派0.3元（含税）,2009年报
2011-04-07,年度分红,,5.0,0.5,2011-04-12,2011-04-13,2011-04-18,2011-04-13,10转增5股派0.5元(含税),2010年报
2012-05-18,年度分红,,,0.7,2012-05-23,2012-05-24,2012-05-30,,10派0.7元(含税),2011年报
2013-05-25,年度分红,,,0.4,2013-05-29,2013-05-30,2013-06-05,,10派0.4元(含税),2012年报
2014-06-27,年度分红,,,0.5,2014-07-03,2014-07-04,2014-07-04,,10派0.5元(含税),2013年报
2015-05-18,年度分红,,12.0,0.4,2015-05-21,2015-05-22,2015-05-22,,10转增12股派0.4元(含税),2014年报
2016-06-06,年度分红,,,0.2,2016-06-14,2016-06-15,2016-06-15,,10派0.2元(含税),2015年报
2017-07-07,年度分红,,,0.1,2017-07-12,2017-07-13,2017-07-13,,10派0.1元(含税),2016年报
2019-07-08,年度分红,,,0.13,2019-07-12,2019-07-15,2019-07-15,,10派0.13元(含税),2018年报
2020-07-30,年度分红,,,0.23,2020-08-04,2020-08-05,2020-08-05,,10派0.23元(含税),2019年报
2021-08-16,年度分红,,,0.3,2021-08-19,2021-08-20,2021-08-20,,10派0.3元(含税),2020年报
2022-06-10,年度分红,,,0.36,2022-06-15,2022-06-16,2022-06-16,,10派0.36元(含税),2021年报
2023-06-06,年度分红,,,0.36,2023-06-12,2023-06-13,2023-06-13,,10派0.36元(含税),2022年报
2024-06-25,年度分红,,,0.6,2024-06-28,2024-07-01,2024-07-01,,10派0.6元(含税),2023年报
2025-06-17,年度分红,,,0.8,2025-06-20,2025-06-23,2025-06-23,,10派0.8元(含税),2024年报
2026-06-09,年度分红,,,2.2,2026-06-12,2026-06-15,2026-06-15,,10派2.2元(含税),2025年报
