实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-10-09,中期分红,0.0,8.0,0.0,1997-10-14,1997-10-15,,,10转增8股,1997半年报
1999-05-11,年度分红,1.25,1.25,0.25,1999-05-13,1999-05-14,,,10送1.25转增1.25股派0.25元(含税),1998年报
2001-05-15,年度分红,,,1.0,2001-05-21,2001-05-22,2001-05-31,,10派1元(含税),2000年报
2002-07-06,年度分红,,,0.5,2002-07-11,2002-07-12,2002-07-18,,10派0.5元(含税),2001年报
2004-06-24,年度分红,,,1.0,2004-06-29,2004-06-30,2004-07-07,,10派1元(含税),2003年报
2006-05-09,股改分红,,1.8,,2006-05-10,2006-05-11,,,10转增1.8股,
2006-07-05,年度分红,2.0,8.0,0.23,2006-07-10,2006-07-11,2006-07-14,,10送2转增8股派0.23元(含税),2005年报
2008-05-05,年度分红,,,1.0,2008-05-08,2008-05-09,2008-05-15,,10派1元（含税）,2007年报
2012-05-14,年度分红,,,0.5,2012-05-17,2012-05-18,2012-05-23,,10派0.5元(含税),2011年报
2017-06-05,年度分红,,4.0,1.0,2017-06-08,2017-06-09,2017-06-09,,10转增4股派1元(含税),2016年报
2018-05-25,年度分红,,,0.5,2018-05-30,2018-05-31,2018-05-31,,10派0.5元(含税),2017年报
2019-05-28,年度分红,,,1.0,2019-05-31,2019-06-03,2019-06-03,,10派1元(含税),2018年报
2021-05-28,年度分红,,,1.0,2021-06-03,2021-06-04,2021-06-04,,10派1元(含税),2020年报
2022-05-25,年度分红,,,1.0,2022-05-31,2022-06-01,2022-06-01,,10派1元(含税),2021年报
2023-06-13,年度分红,,,1.0,2023-06-16,2023-06-19,2023-06-19,,10派1元(含税),2022年报
2025-06-13,年度分红,,,0.2,2025-06-18,2025-06-19,2025-06-19,,10派0.2元(含税),2024年报
