实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-05-09,年度分红,2.0,0.0,1.5,1995-05-19,1995-05-22,,,10送2股派1.50元(含税),1994年报
1996-05-02,年度分红,0.0,0.0,3.0,1996-05-10,1996-05-13,,,10派3.00元(含税),1995年报
1996-08-09,中期分红,0.0,3.0,0.0,1996-08-14,1996-08-15,,,10转增3股,1996半年报
1997-06-03,年度分红,2.5,0.0,0.0,1997-06-06,1997-06-09,,,10送2.5股,1996年报
1998-06-24,年度分红,0.0,0.0,1.8,1998-06-26,1998-06-29,1998-06-30,,10派1.8元(含税),1997年报
1999-07-15,年度分红,0.0,0.0,2.1,1999-07-19,1999-07-20,1999-07-21,,10派2.10元(含税),1998年报
2000-07-12,年度分红,,,1.0,2000-07-17,2000-07-18,2000-07-19,,10派1元（含税）,1999年报
2001-06-05,年度分红,,,1.6,2001-06-11,2001-06-12,2001-06-19,,10派1.6元（含税）,2000年报
2002-07-18,年度分红,,,0.9,2002-07-23,2002-07-24,2002-07-29,,10派0.9元(含税),2001年报
2003-07-04,年度分红,,,1.3,2003-07-09,2003-07-10,2003-07-16,,10股派1.3元(含税),2002年报
2004-06-28,年度分红,,,0.6,2004-07-01,2004-07-02,2004-07-08,,10派0.6元(含税),2003年报
2005-06-07,年度分红,,,0.8,2005-06-10,2005-06-13,2005-06-20,,10派0.8元(含税),2004年报
2006-05-31,年度分红,,,1.0,2006-06-05,2006-06-06,2006-06-13,,10派1元（含税）,2005年报
2007-05-30,年度分红,,,1.1,2007-06-04,2007-06-05,2007-06-11,,10派1.1元（含税）,2006年报
2008-04-26,股改分红,,3.95,,2008-04-28,2008-04-29,,,10转增3.95股,
2008-06-12,年度分红,,,1.29,2008-06-18,2008-06-19,2008-06-25,,10派1.29 元（含税）,2007年报
2009-06-04,年度分红,,,0.8,2009-06-09,2009-06-10,2009-06-16,,10派0.8元（含税）,2008年报
2012-07-04,年度分红,,,0.8,2012-07-09,2012-07-10,2012-07-16,,10派0.8元(含税),2011年报
2014-07-09,年度分红,,,1.0,2014-07-14,2014-07-15,2014-07-15,,10派1元(含税),2013年报
2016-05-13,年度分红,,,1.2,2016-05-19,2016-05-20,2016-05-20,,10派1.2元(含税,2015年报
2018-08-03,年度分红,,,0.4,2018-08-08,2018-08-09,2018-08-09,,10派0.4元(含税),2017年报
2019-04-30,年度分红,,,2.0,2019-05-08,2019-05-09,2019-05-09,,10派2元(含税),2018年报
2020-06-30,年度分红,,,1.2,2020-07-03,2020-07-06,2020-07-06,,10派1.2元(含税),2019年报
2022-05-23,年度分红,,,2.0,2022-05-26,2022-05-27,2022-05-27,,10派2元(含税),2021年报
2023-05-12,年度分红,,,2.5,2023-05-18,2023-05-19,2023-05-19,,10派2.5元(含税),2022年报
2024-04-30,年度分红,,,2.3,2024-05-08,2024-05-09,2024-05-09,,10派2.3元(含税),2023年报
2025-05-30,年度分红,,,1.8,2025-06-05,2025-06-06,2025-06-06,,10派1.8元(含税),2024年报
