实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-11-07,中期分红,0.0,10.0,0.0,1998-11-12,1998-11-13,,,10转增10股,1998半年报
2001-03-31,年度分红,,,1.5,2001-04-05,2001-04-06,2001-04-12,,10派1.5元（含税）,2000年报
2003-03-20,年度分红,,,1.0,2003-03-25,2003-03-26,2003-04-02,,10股派1元（含税）,2002年报
2004-04-28,年度分红,,3.0,1.0,2004-05-10,2004-05-11,2004-05-20,,10转增3股派1元(含税),2003年报
2005-05-17,年度分红,1.0,5.0,0.3,2005-05-20,2005-05-23,2005-05-27,,10送1转增5股派0.3元(含税),2004年报
2006-05-23,年度分红,3.0,,0.4,2006-05-26,2006-05-29,2006-06-02,,10送3股派0.4元（含税）,2005年报
2007-05-25,年度分红,3.0,,0.34,2007-05-30,2007-05-31,2007-06-06,2007-05-31,10送3股派0.34元（含税）,2006年报
2008-04-26,年度分红,,2.0,,2008-04-30,2008-05-05,,,10转增2股,2007年报
2009-05-05,年度分红,,,0.6,2009-05-08,2009-05-11,2009-05-15,,10派0.6元（含税）,2008年报
2010-04-30,年度分红,,,0.6,2010-05-06,2010-05-07,2010-05-13,,10派0.6元（含税）,2009年报
2011-04-29,年度分红,,3.0,,2011-05-05,2011-05-06,,2011-05-06,10转增3股,2010年报
2012-06-08,年度分红,,,0.6,2012-06-13,2012-06-14,2012-06-20,,10派0.6元(含税),2011年报
2013-06-06,年度分红,,,1.1,2013-06-14,2013-06-17,2013-06-21,,10派1.1元(含税),2012年报
2015-05-21,年度分红,,,0.8,2015-05-27,2015-05-28,2015-05-28,,10派0.8元(含税),2014年报
2016-06-16,年度分红,,,0.7,2016-06-22,2016-06-23,2016-06-23,,10派0.7元(含税),2015年报
2017-06-16,年度分红,,,0.6,2017-06-22,2017-06-23,2017-06-23,,10派0.6元(含税),2016年报
2018-06-15,年度分红,,,0.8,2018-06-21,2018-06-22,2018-06-22,,10派0.8元(含税),2017年报
2019-06-15,年度分红,,,1.2,2019-06-20,2019-06-21,2019-06-21,,10派1.2元(含税),2018年报
2020-06-13,年度分红,,,1.1,2020-06-18,2020-06-19,2020-06-19,,10派1.1元(含税),2019年报
2021-06-11,年度分红,,,1.0,2021-06-17,2021-06-18,2021-06-18,,10派1元(含税),2020年报
2022-06-17,年度分红,,,0.8,2022-06-23,2022-06-24,2022-06-24,,10派0.8元(含税),2021年报
2023-06-16,年度分红,,,0.8,2023-06-26,2023-06-27,2023-06-27,,10派0.8元(含税),2022年报
2024-07-12,年度分红,,,1.1,2024-07-18,2024-07-19,2024-07-19,,10派1.1元(含税),2023年报
2025-07-11,年度分红,,,0.9,2025-07-17,2025-07-18,2025-07-18,,10派0.9元(含税),2024年报
2025-11-07,中期分红,,,0.5,2025-11-13,2025-11-14,2025-11-14,,10派0.5元(含税),2025半年报
2026-06-05,年度分红,,,0.71,2026-06-11,2026-06-12,2026-06-12,,10派0.71元(含税),2025年报
