实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1997-05-22,年度分红,3.0,0.0,0.0,1997-05-26,1997-05-27,,,10送3股,1996年报
1999-04-29,年度分红,3.0,2.0,0.0,1999-05-06,1999-05-07,,,10送3转增2股,1998年报
2011-06-23,年度分红,,10.0,0.9,2011-06-28,2011-06-29,2011-07-06,2011-06-30,10转增10股派0.9元(含税),2010年报
2013-06-13,年度分红,,,1.5,2013-06-18,2013-06-19,2013-06-24,,10派1.5元(含税),2012年报
2014-07-12,年度分红,,,1.0,2014-07-17,2014-07-18,2014-07-18,,10派1元(含税),2013年报
2015-07-09,年度分红,,,1.5,2015-07-15,2015-07-16,2015-07-16,,10派1.5元(含税),2014年报
2016-07-08,年度分红,,,1.0,2016-07-14,2016-07-15,2016-07-15,,10派1元(含税),2015年报
2017-07-11,年度分红,,,1.5,2017-07-18,2017-07-19,2017-07-19,,10派1.5元(含税),2016年报
2018-06-21,年度分红,,,0.5,2018-06-28,2018-06-29,2018-06-29,,10派0.5元(含税),2017年报
2019-07-09,年度分红,,,1.0,2019-07-15,2019-07-16,2019-07-16,,10派1元(含税),2018年报
2020-07-07,年度分红,,,1.5,2020-07-10,2020-07-13,2020-07-13,,10派1.5元(含税),2019年报
2021-07-13,年度分红,,,1.5,2021-07-16,2021-07-19,2021-07-19,,10派1.5元(含税),2020年报
2022-08-03,年度分红,,,2.1,2022-08-09,2022-08-10,2022-08-10,,10派2.1元(含税),2021年报
2023-07-04,年度分红,,,2.3,2023-07-07,2023-07-10,2023-07-10,,10派2.3元(含税),2022年报
2024-07-03,年度分红,,,1.1,2024-07-09,2024-07-10,2024-07-10,,10派1.1元(含税),2023年报
2025-07-03,年度分红,,,0.7,2025-07-09,2025-07-10,2025-07-10,,10派0.7元(含税),2024年报
2026-06-18,年度分红,,,0.65,2026-06-25,2026-06-26,2026-06-26,,10派0.65元(含税),2025年报
