实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1999-09-21,中期分红,2.0,5.5,0.5,1999-09-24,1999-09-27,,,10送2转增5.5股派0.5元（含税）,1999半年报
2001-05-17,年度分红,,,0.5,2001-05-23,2001-05-24,2001-05-25,,10派0.5元（含税）,2000年报
2002-06-25,年度分红,,,0.5,2002-07-01,2002-07-02,2002-07-02,,10派0.5元(含税),2001年报
2003-07-31,年度分红,,,0.5,2003-08-06,2003-08-07,2003-08-07,,10股派0.5元(含税),2002年报
2006-12-15,年度分红,0.0,0.0,0.5,2006-12-19,2006-12-20,2006-12-20,,10派0.5元(含税),2003年报
2006-12-16,股改分红,,22.0,,2006-12-20,,,2006-12-21,10转增22股,
2009-06-08,年度分红,2.0,,0.25,2009-06-11,2009-06-12,2009-06-12,2009-06-12,10送2股派0.25元（含税）,2008年报
2010-04-01,年度分红,,,2.0,2010-04-08,2010-04-09,2010-04-09,,10派2元（含税）,2009年报
2011-05-06,年度分红,4.0,,0.5,2011-05-12,2011-05-13,2011-05-13,2011-05-13,10送4股派0.5元(含税),2010年报
2013-06-22,年度分红,8.0,,1.6,2013-06-27,2013-06-28,2013-06-28,2013-06-28,10送8股派1.6元(含税),2012年报
2014-06-26,年度分红,,,0.4,2014-07-02,2014-07-03,2014-07-03,,10派0.4元(含税),2013年报
2015-06-20,年度分红,,,0.4,2015-06-26,2015-06-29,2015-06-29,,10派0.4元(含税),2014年报
2016-06-07,年度分红,,,0.8,2016-06-14,2016-06-15,2016-06-15,,10派0.8元(含税),2015年报
2017-06-13,年度分红,,,1.0,2017-06-16,2017-06-19,2017-06-19,,10派1元(含税),2016年报
2018-06-28,年度分红,,,3.0,2018-07-03,2018-07-04,2018-07-04,,10派3元(含税),2017年报
2019-05-27,年度分红,,,2.0,2019-05-30,2019-05-31,2019-05-31,,10派2元(含税),2018年报
2020-07-22,年度分红,,,2.0,2020-07-28,2020-07-29,2020-07-29,,10派2元(含税),2019年报
2021-05-29,年度分红,,,2.0,2021-06-04,2021-06-07,2021-06-07,,10派2元(含税),2020年报
2022-06-10,年度分红,,,2.0,2022-06-16,2022-06-17,2022-06-17,,10派2元(含税),2021年报
2023-06-13,年度分红,,,2.0,2023-06-16,2023-06-19,2023-06-19,,10派2元(含税),2022年报
2024-06-18,年度分红,,,2.0,2024-06-24,2024-06-25,2024-06-25,,10派2元(含税),2023年报
2025-06-19,年度分红,,,1.5,2025-06-26,2025-06-27,2025-06-27,,10派1.5元(含税),2024年报
2025-09-23,中期分红,,,0.5,2025-09-29,2025-09-30,2025-09-30,,10派0.5元(含税),2025半年报
