实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2020-08-26,中期分红,,,4.0,2020-08-31,2020-09-01,2020-09-01,,10派4元(含税),2020半年报
2021-05-27,年度分红,,,6.0,2021-06-01,2021-06-02,2021-06-02,,10派6元(含税),2020年报
2022-06-01,年度分红,,,16.0,2022-06-07,2022-06-08,2022-06-08,,10派16元(含税),2021年报
2022-11-16,中期分红,,4.5,,2022-11-21,2022-11-22,,,10转增4.5股,2022半年报
2023-06-28,年度分红,,,15.963,2023-07-03,2023-07-04,2023-07-04,,10派15.963元(含税),2022年报
2023-11-13,中期分红,,4.5,,2023-11-16,2023-11-17,,,10转增4.5股,2023半年报
2024-05-14,年度分红,,4.0,19.9552,2024-05-17,2024-05-20,2024-05-20,,10转增4股派19.9552元(含税),2023年报
2024-10-09,中期分红,,,8.6,2024-10-14,2024-10-15,2024-10-15,,10派8.6元(含税),2024半年报
2025-06-04,年度分红,,,16.0,2025-06-09,2025-06-10,2025-06-10,,10派16元(含税),2024年报
2025-09-22,中期分红,,,5.0,2025-09-25,2025-09-26,2025-09-26,,10派5元(含税),2025半年报
2026-06-06,年度分红,,,8.0,2026-06-12,2026-06-15,2026-06-15,,10派8元(含税),2025年报
