实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2010-05-25,年度分红,,,2.0,2010-05-31,2010-06-01,2010-06-01,,10派2元（含税）,2009年报
2011-04-28,年度分红,,10.0,2.5,2011-05-05,2011-05-06,2011-05-06,2011-05-06,10转增10股派2.5元(含税),2010年报
2011-09-20,中期分红,,10.0,,2011-09-23,2011-09-26,,2011-09-26,10转增10股,2011半年报
2012-06-08,年度分红,,,0.5,2012-06-13,2012-06-14,2012-06-14,,10派0.5元(含税),2011年报
2013-05-10,年度分红,,,0.5,2013-05-16,2013-05-17,2013-05-17,,10派0.5元(含税),2012年报
2014-06-26,年度分红,,,0.5,2014-07-01,2014-07-02,2014-07-02,,10派0.5元(含税),2013年报
2015-06-17,年度分红,,10.0,0.5,2015-06-23,2015-06-24,2015-06-24,2015-06-24,10转增10股派0.5元(含税),2014年报
2017-05-19,年度分红,,,0.2,2017-05-24,2017-05-25,2017-05-25,,10派0.2元(含税),2016年报
2018-06-04,年度分红,,,0.15,2018-06-08,2018-06-11,2018-06-11,,10派0.15元(含税),2017年报
2019-05-11,年度分红,,,0.28,2019-05-17,2019-05-20,2019-05-20,,10派0.28元(含税),2018年报
2020-07-09,年度分红,,,0.35,2020-07-14,2020-07-15,2020-07-15,,10派0.35元(含税),2019年报
2023-05-30,年度分红,,,0.34,2023-06-05,2023-06-06,2023-06-06,,10派0.34元(含税),2022年报
2024-05-24,年度分红,,,0.63,2024-05-29,2024-05-30,2024-05-30,,10派0.63元(含税),2023年报
2025-07-09,年度分红,,,0.33,2025-07-16,2025-07-17,2025-07-17,,10派0.33元(含税),2024年报
2026-06-26,年度分红,,,0.35,2026-07-03,2026-07-06,2026-07-06,,10派0.35元(含税),2025年报
