实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2015-06-02,年度分红,,,3.0,2015-06-08,2015-06-09,2015-06-09,,10派3元(含税),2014年报
2016-05-09,年度分红,,10.0,8.0,2016-05-12,2016-05-13,2016-05-13,,10转增10股派8元(含税),2015年报
2017-06-01,年度分红,,,2.0,2017-06-08,2017-06-09,2017-06-09,,10派2元(含税),2016年报
2018-06-04,年度分红,,,1.5,2018-06-08,2018-06-11,2018-06-11,,10派1.5元(含税),2017年报
2019-05-24,年度分红,,,1.1,2019-05-29,2019-05-30,2019-05-30,,10派1.1元(含税),2018年报
2020-05-26,年度分红,,,1.5,2020-05-29,2020-06-01,2020-06-01,,10派1.5元(含税),2019年报
2021-06-18,年度分红,,,1.6,2021-06-23,2021-06-24,2021-06-24,,10派1.6元(含税),2020年报
2022-06-10,年度分红,,,1.5,2022-06-15,2022-06-16,2022-06-16,,10派1.5元(含税),2021年报
2023-06-30,年度分红,,,0.6,2023-07-06,2023-07-07,2023-07-07,,10派0.6元(含税),2022年报
2024-06-12,年度分红,,,1.0,2024-06-17,2024-06-18,2024-06-18,,10派1元(含税),2023年报
2025-07-03,年度分红,,,1.8,2025-07-08,2025-07-09,2025-07-09,,10派1.8元(含税),2024年报
2026-06-25,年度分红,,,1.0,2026-06-30,2026-07-01,2026-07-01,,10派1元(含税),2025年报
