实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2003-05-22,年度分红,,,2.5,2003-05-27,2003-05-28,2003-06-02,,10股派2.5元(含税),2002年报
2004-06-03,年度分红,,4.0,1.8,2004-06-08,2004-06-09,2004-06-15,,10转增4股派1.8元(含税),2003年报
2005-05-18,年度分红,,,1.25,2005-05-23,2005-05-24,2005-05-27,,10派1.25元(含税),2004年报
2006-05-17,年度分红,,,1.3,2006-05-23,2006-05-24,2006-05-31,,10派1.30元(含税),2005年报
2007-06-05,年度分红,,,0.6,2007-06-08,2007-06-11,2007-06-14,,10派0.6元（含税）,2006年报
2008-06-18,年度分红,,,0.5,2008-06-24,2008-06-25,2008-07-02,,10派0.5元（含税）,2007年报
2014-04-18,年度分红,,,0.5,2014-04-23,2014-04-24,2014-04-30,,10派0.5元(含税),2013年报
2015-06-02,年度分红,,,1.1,2015-06-08,2015-06-09,2015-06-09,,10派1.1元(含税),2014年报
2016-05-24,年度分红,,10.0,2.0,2016-05-27,2016-05-30,2016-05-30,,10转增10股派2元(含税),2015年报
2017-06-29,年度分红,,,1.53,2017-07-05,2017-07-06,2017-07-06,,10派1.53元(含税),2016年报
2018-06-20,年度分红,,,0.13,2018-06-26,2018-06-27,2018-06-27,,10派0.13元(含税),2017年报
2019-06-20,年度分红,,,0.2,2019-06-26,2019-06-27,2019-06-27,,10派0.2元(含税),2018年报
