实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2011-04-13,年度分红,,15.0,15.0,2011-04-20,2011-04-21,2011-04-21,2011-04-21,10转增15股派15元(含税),2010年报
2012-05-24,年度分红,,,4.0,2012-05-29,2012-05-30,2012-05-30,,10派4元(含税),2011年报
2013-05-20,年度分红,,,5.0,2013-05-24,2013-05-27,2013-05-27,,10派5元(含税),2012年报
2014-05-24,年度分红,,,5.0,2014-05-29,2014-05-30,2014-05-30,,10派5元(含税),2013年报
2015-04-21,年度分红,,,0.5,2015-04-27,2015-04-28,2015-04-28,,10派0.5元(含税),2014年报
2015-10-13,中期分红,,15.0,,2015-10-16,2015-10-19,,2015-10-19,10转增15股,2015半年报
2016-06-08,年度分红,,,0.5,2016-06-16,2016-06-17,2016-06-17,,10派0.5元(含税),2015年报
2017-05-20,年度分红,,8.0,2.5,2017-05-25,2017-05-26,2017-05-26,2017-05-26,10转增8股派2.5元(含税),2016年报
2018-06-21,年度分红,,,0.18,2018-06-26,2018-06-27,2018-06-27,,10派0.18元(含税),2017年报
2019-06-12,年度分红,,,0.18,2019-06-17,2019-06-18,2019-06-18,,10派0.18元(含税),2018年报
2020-07-10,年度分红,,,0.18,2020-07-15,2020-07-16,2020-07-16,,10派0.18元(含税),2019年报
2021-07-08,年度分红,,,0.13,2021-07-13,2021-07-14,2021-07-14,,10派0.13元(含税),2020年报
