实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-07,年度分红,,,1.0,2001-06-13,2001-06-14,2001-06-22,,10派1元(含税),2000年报
2001-11-07,中期分红,,,0.4,2001-11-13,2001-11-14,2001-11-21,,10派0.40元(含税),2001半年报
2002-06-11,年度分红,,,1.0,2002-06-14,2002-06-17,2002-06-21,,10派1元(含税),2001年报
2003-06-09,年度分红,,,1.8,2003-06-12,2003-06-13,2003-06-20,,10股派1.8元(含税),2002年报
2003-10-14,中期分红,,,1.0,2003-10-17,2003-10-20,2003-10-24,,10派1元(含税),2003半年报
2004-05-17,年度分红,,,1.3,2004-05-20,2004-05-21,2004-05-28,,10派1.3元(含税),2003年报
2004-10-15,中期分红,,,1.9,2004-10-20,2004-10-21,2004-10-28,,10派1.9元(含税),2004半年报
2005-04-15,年度分红,,,2.2,2005-04-20,2005-04-21,2005-04-28,,10派2.2元(含税),2004年报
2005-09-19,中期分红,,,1.5,2005-09-22,2005-09-23,2005-09-29,,10派1.5元(含税),2005半年报
2006-05-16,年度分红,,,1.1,2006-05-22,2006-05-23,2006-05-26,,10派1.10元（含税）,2005年报
2007-09-14,中期分红,,,2.0,2007-09-19,2007-09-20,2007-09-26,,10派2元（含税）,2007半年报
2008-04-18,年度分红,,,2.5,2008-04-23,2008-04-24,2008-04-30,,10派2.5元（含税）,2007年报
2026-06-03,年度分红,,,3.9,2026-06-08,2026-06-09,2026-06-09,,10派3.9元(含税),2025年报
