实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2007-06-19,年度分红,,,0.492,2007-06-22,2007-06-25,2007-06-29,,10派0.492元,2006年报
2008-06-13,年度分红,,,0.684,2008-06-18,2008-06-19,2008-06-26,,10派0.684元（含税）,2007年报
2011-06-03,年度分红,,,1.182,2011-06-09,2011-06-10,2011-06-15,,10派1.182元(含税),2010年报
2012-07-11,年度分红,,,1.18,2012-07-16,2012-07-17,2012-07-23,,10派1.18元(含税),2011年报
2013-07-04,年度分红,,,0.5935,2013-07-09,2013-07-10,2013-07-16,,10派0.5935元(含税),2012年报
2014-07-08,年度分红,,,0.4531,2014-07-14,2014-07-15,2014-07-15,,10派0.4531元(含税),2013年报
2015-07-01,年度分红,,,0.5223,2015-07-07,2015-07-08,2015-07-08,,10派0.5223元(含税),2014年报
2016-06-22,年度分红,,,1.07,2016-06-29,2016-06-30,2016-06-30,,10派1.07元(含税),2015年报
2017-06-30,年度分红,,,1.0771,2017-07-06,2017-07-07,2017-07-07,,10派1.0771元(含税),2016年报
2018-06-26,年度分红,,,1.1497,2018-07-03,2018-07-04,2018-07-04,,10派1.1497元(含税),2017年报
2019-07-03,年度分红,,,1.0328,2019-07-10,2019-07-11,2019-07-11,,10派1.0328元(含税),2018年报
2020-07-09,年度分红,,,0.4442,2020-07-15,2020-07-16,2020-07-16,,10派0.4442元(含税),2019年报
