实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-31,年度分红,,,1.0,2001-06-05,2001-06-06,2001-06-07,,10派1元（含税）,2000年报
2002-12-16,年度分红,,,0.12,2002-12-19,2002-12-20,2002-12-20,,10派0.12元(含税),2001年报
2003-06-04,年度分红,,,0.1,2003-06-10,2003-06-11,2003-06-11,,10股派0.1元(含税),2002年报
2004-05-25,年度分红,0.0,0.0,0.15,2004-06-01,2004-06-02,2004-06-02,,10派0.15元(含税),2003年报
2004-10-16,中期分红,0.0,0.0,3.8,2004-10-22,2004-10-25,2004-10-25,,10派3.8元(含税),2004半年报
2005-05-20,年度分红,0.0,0.0,0.1,2005-05-27,2005-05-30,2005-05-30,,10派0.1元(含税),2004年报
2006-05-09,年度分红,,,0.3,2006-05-15,2006-05-16,2006-05-16,,10派0.30元（含税）,2005年报
2007-05-19,年度分红,,,1.5,2007-05-24,2007-05-25,2007-05-25,,10派1.5元（含税）,2006年报
2008-05-09,年度分红,3.0,,1.0,2008-05-15,2008-05-16,2008-05-16,2008-05-16,10送3股派1元（含税）,2007年报
2009-04-09,年度分红,,,2.0,2009-04-14,2009-04-15,2009-04-15,,10派2元（含税）,2008年报
2010-05-18,年度分红,,,1.5,2010-05-24,2010-05-25,2010-05-25,,10派1.5元（含税）,2009年报
2012-05-04,年度分红,,,1.0,2012-05-10,2012-05-11,2012-05-11,,10派1元(含税),2011年报
2014-05-14,年度分红,,,0.1,2014-05-19,2014-05-20,2014-05-20,,10派0.1元(含税),2013年报
2019-10-10,中期分红,,,0.5,2019-10-15,2019-10-16,2019-10-16,,10派0.5元(含税),2019半年报
2020-06-13,年度分红,,,0.5,2020-06-18,2020-06-19,2020-06-19,,10派0.5元(含税),2019年报
2021-06-18,年度分红,,,0.5,2021-06-23,2021-06-24,2021-06-24,,10派0.5元(含税),2020年报
2022-07-09,年度分红,,,0.5,2022-07-14,2022-07-15,2022-07-15,,10派0.5元(含税),2021年报
2023-07-10,年度分红,,,0.6,2023-07-13,2023-07-14,2023-07-14,,10派0.6元(含税),2022年报
2024-07-03,年度分红,,,1.7,2024-07-10,2024-07-11,2024-07-11,,10派1.7元(含税),2023年报
2025-07-04,年度分红,,,0.3,2025-07-10,2025-07-11,2025-07-11,,10派0.3元(含税),2024年报
2026-06-22,年度分红,,,0.5,2026-06-25,2026-06-26,2026-06-26,,10派0.5元(含税),2025年报
