实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2003-05-23,年度分红,,,1.0,2003-05-28,2003-05-29,2003-06-03,,10股派1元(含税),2002年报
2004-06-28,年度分红,,,1.0,2004-07-02,2004-07-05,2004-07-08,,10派1元(含税),2003年报
2005-06-20,年度分红,,,1.0,2005-06-23,2005-06-24,2005-06-30,,10派1元(含税),2004年报
2006-06-13,年度分红,,,1.0,2006-06-16,2006-06-19,2006-06-22,,10派1元（含税）,2005年报
2007-07-16,年度分红,,,1.0,2007-07-19,2007-07-20,2007-07-25,,10派1元（含税）,2006年报
2008-07-15,年度分红,,,1.0,2008-07-18,2008-07-21,2008-07-25,,10派1元（含税）,2007年报
2014-07-10,年度分红,3.0,7.0,3.0,2014-07-15,2014-07-16,2014-07-16,2014-07-16,10送3转增7股派3元(含税),2013年报
2015-07-22,年度分红,,,1.71,2015-07-27,2015-07-28,2015-07-28,,10派1.71元(含税),2014年报
2016-03-11,年度分红,8.0,,2.18,2016-03-16,2016-03-17,2016-03-17,,10送8派2.18元(含税,2015年报
2017-06-23,年度分红,,,1.432,2017-06-28,2017-06-29,2017-06-29,,10派1.432元(含税),2016年报
2018-06-22,年度分红,,3.0,1.07,2018-06-27,2018-06-28,2018-06-28,,10转增3股派1.07元(含税),2017年报
2019-07-12,年度分红,,,0.19,2019-07-18,2019-07-19,2019-07-19,,10派0.19元(含税),2018年报
2020-05-09,年度分红,,,0.21,2020-05-14,2020-05-15,2020-05-15,,10派0.21元(含税),2019年报
2021-07-06,年度分红,,,1.13,2021-07-09,2021-07-12,2021-07-12,,10派1.13元(含税),2020年报
2022-07-07,年度分红,,,1.28,2022-07-12,2022-07-13,2022-07-13,,10派1.28元(含税),2021年报
2023-07-07,年度分红,,,1.33,2023-07-12,2023-07-13,2023-07-13,,10派1.33元(含税),2022年报
2024-07-05,年度分红,,,1.45,2024-07-10,2024-07-11,2024-07-11,,10派1.45元(含税),2023年报
2025-06-28,年度分红,,,1.57,2025-07-03,2025-07-04,2025-07-04,,10派1.57元(含税),2024年报
2025-12-12,季度分红,,,0.97,2025-12-18,2025-12-19,2025-12-19,,10派0.97元(含税),2025三季报
