实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-09-19,中期分红,4.0,0.0,0.0,1994-09-22,1994-09-23,,,10送4股,1994半年报
1995-05-23,年度分红,2.0,0.0,1.0,1995-05-29,1995-05-30,,,个人股东10送2股派1元；法人股东10派3元,1994年报
1996-06-06,年度分红,7.9,0.0,2.0,1996-06-11,1996-06-12,,,10送7.9股派2.00元(含税),1995年报
1997-06-14,年度分红,2.0,2.0,0.0,1997-06-23,1997-06-24,,,10送2转增2股,1996年报
1999-09-04,年度分红,0.0,0.0,0.6,1999-09-10,1999-09-13,1999-09-17,,10派0.6元(含税),1998年报
2006-06-14,股改分红,,5.8696,,2006-06-15,,,,10转增5.869589股,
2012-06-30,年度分红,,,0.4,2012-07-06,2012-07-09,2012-07-09,,10派0.4元(含税),2011年报
2017-06-02,年度分红,,,1.0,2017-06-08,2017-06-09,2017-06-09,,10派1元(含税),2016年报
2019-06-14,年度分红,,,0.6,2019-06-20,2019-06-21,2019-06-21,,10派0.6元(含税),2018年报
2020-06-02,年度分红,,,1.0,2020-06-08,2020-06-09,2020-06-09,,10派1元(含税),2019年报
2021-06-01,年度分红,,,0.6,2021-06-07,2021-06-08,2021-06-08,,10派0.6元(含税),2020年报
2022-05-31,年度分红,,,1.0,2022-06-07,2022-06-08,2022-06-08,,10派1元(含税),2021年报
2023-06-14,年度分红,,,0.8,2023-06-19,2023-06-20,2023-06-20,,10派0.8元(含税),2022年报
2024-06-12,年度分红,,,0.6,2024-06-18,2024-06-19,2024-06-19,,10派0.6元(含税),2023年报
2025-06-06,年度分红,,,0.5,2025-06-11,2025-06-12,2025-06-12,,10派0.5元(含税),2024年报
2026-06-09,年度分红,,,0.5,2026-06-12,2026-06-15,2026-06-15,,10派0.5元(含税),2025年报
