实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2016-05-18,年度分红,,,0.42,2016-05-24,2016-05-25,2016-05-25,,10派0.42元(含税),2015年报
2017-07-03,年度分红,,,0.23,2017-07-07,2017-07-10,2017-07-10,,10派0.23元(含税),2016年报
2018-06-12,年度分红,,7.0,0.26,2018-06-19,2018-06-20,2018-06-20,2018-06-20,10转增7股派0.26元(含税),2017年报
2019-04-23,年度分红,,7.0,0.2,2019-04-29,2019-04-30,2019-04-30,2019-04-30,10转增7股派0.2元(含税),2018年报
2020-07-18,年度分红,,,2.0,2020-07-23,2020-07-24,2020-07-24,,10派2元(含税),2019年报
2021-07-28,年度分红,,,2.0,2021-08-02,2021-08-03,2021-08-03,,10派2元(含税),2020年报
2022-07-28,年度分红,,,2.0,2022-08-03,2022-08-04,2022-08-04,,10派2元(含税),2021年报
2023-07-28,年度分红,,,2.0,2023-08-03,2023-08-04,2023-08-04,,10派2元(含税),2022年报
2024-08-03,年度分红,,,0.5,2024-08-08,2024-08-09,2024-08-09,,10派0.5元(含税),2023年报
2025-07-11,年度分红,,,0.5,2025-07-16,2025-07-17,2025-07-17,,10派0.5元(含税),2024年报
2026-07-11,年度分红,,,0.5,2026-07-16,2026-07-17,2026-07-17,,10派0.5元(含税),2025年报
