实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2000-06-23,年度分红,,,2.0,2000-06-28,2000-06-29,2000-06-30,,10派2元（含税）,1999年报
2001-06-14,年度分红,,,1.5,2001-06-21,2001-06-22,2001-06-25,,10派1.5元（含税）,2000年报
2002-07-06,年度分红,,,2.0,2002-07-11,2002-07-12,2002-07-12,,10派2元(含税),2001年报
2003-07-03,年度分红,,,1.08,2003-07-08,2003-07-09,2003-07-09,,10股派1.08元（含税）,2002年报
2004-06-04,年度分红,0.0,0.0,0.84,2004-06-09,2004-06-10,2004-06-10,,10派0.84元(含税),2003年报
2005-06-22,年度分红,0.5,0.0,0.18,2005-06-28,2005-06-29,2005-06-29,2005-06-29,10送0.5股派0.18元(含税),2004年报
2006-06-22,年度分红,,,1.17,2006-06-28,2006-06-29,2006-06-29,,10派1.17元（含税）,2005年报
2007-06-19,年度分红,,,1.5,2007-06-25,2007-06-26,2007-06-26,,10派1.5元（含税）,2006年报
2008-06-17,年度分红,,,1.4,2008-06-23,2008-06-24,2008-06-24,,10派1.4元（含税）,2007年报
2009-06-05,年度分红,,5.0,,2009-06-10,2009-06-11,,2009-06-11,10转增5股,2008年报
2010-06-29,年度分红,,,0.2,2010-07-06,2010-07-07,2010-07-07,,10派0.2元（含税）,2009年报
2011-07-01,年度分红,,,0.75,2011-07-06,2011-07-07,2011-07-07,,10派0.75元(含税),2010年报
2012-06-20,年度分红,1.0,,0.35,2012-06-27,2012-06-28,2012-06-28,2012-06-28,10送1股派0.35元(含税),2011年报
2013-06-22,年度分红,1.0,,0.5,2013-06-27,2013-06-28,2013-06-28,2013-06-28,10送1股派0.5元(含税,2012年报
2014-06-13,年度分红,,,2.06,2014-06-18,2014-06-19,2014-06-19,,10派2.06元(含税),2013年报
2015-06-26,年度分红,,,2.3,2015-07-02,2015-07-03,2015-07-03,,10派2.3元(含税),2014年报
2016-06-07,年度分红,,4.0,2.0,2016-06-16,2016-06-17,2016-06-17,2016-06-17,10转增4股派2元(含税),2015年报
2017-06-20,年度分红,,,2.0,2017-06-23,2017-06-26,2017-06-26,,10派2元(含税),2016年报
2018-06-22,年度分红,,2.0,2.0,2018-06-28,2018-06-29,2018-06-29,2018-06-29,10转增2股派2元（含税）,2017年报
2019-06-14,年度分红,,3.0,2.5,2019-06-19,2019-06-20,2019-06-20,2019-06-20,10转增3股派2.5元(含税),2018年报
2020-05-22,年度分红,,,3.8,2020-05-28,2020-05-29,2020-05-29,,10派3.8元(含税),2019年报
2021-05-26,年度分红,,,3.8,2021-06-01,2021-06-02,2021-06-02,,10派3.8元(含税),2020年报
2022-07-02,年度分红,,,3.3,2022-07-07,2022-07-08,2022-07-08,,10派3.3元(含税),2021年报
2023-07-08,年度分红,,,3.2,2023-07-13,2023-07-14,2023-07-14,,10派3.2元(含税),2022年报
2024-07-13,年度分红,,,2.5,2024-07-18,2024-07-19,2024-07-19,,10派2.5元(含税),2023年报
2025-07-05,年度分红,,,1.0,2025-07-10,2025-07-11,2025-07-11,,10派1元(含税),2024年报
