实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1998-01-12,中期分红,0.0,5.0,0.0,1998-01-15,1998-01-16,,,10转增5股,1997半年报
1999-09-09,年度分红,2.6524,0.0,0.0,1999-09-13,1999-09-14,,,10送2.6524股,1998年报
2000-05-13,年度分红,,4.0,,2000-05-18,2000-05-19,,,10转增4股,1999年报
2001-05-09,年度分红,,5.0,1.0,2001-05-15,2001-05-16,2001-05-24,,10转增5股派1元(含税),2000年报
2002-06-11,年度分红,,,2.0,2002-06-14,2002-06-17,2002-06-21,,10派2元(含税),2001年报
2003-08-18,年度分红,,,2.0,2003-08-21,2003-08-22,2003-08-27,,10股派2元(含税),2002年报
2004-07-05,年度分红,,,1.0,2004-07-08,2004-07-09,2004-07-14,,10派1元(含税),2003年报
2005-05-30,年度分红,,,1.0,2005-06-02,2005-06-03,2005-06-08,,10派1元(含税),2004年报
2006-07-10,年度分红,,,1.0,2006-07-13,2006-07-14,2006-07-19,,10派1元(含税),2005年报
2007-06-29,年度分红,,,1.0,2007-07-04,2007-07-05,2007-07-11,,10派1元（含税）,2006年报
2008-08-11,年度分红,,3.0,0.8,2008-08-14,2008-08-15,2008-08-22,2008-08-18,10转增3股派0.8元（含税）,2007年报
2009-07-03,年度分红,,,0.7,2009-07-08,2009-07-09,2009-07-14,,10派0.7元（含税）,2008年报
2010-06-29,年度分红,,,1.0,2010-07-05,2010-07-06,2010-07-09,,10派1元（含税）,2009年报
2011-05-05,年度分红,,10.0,1.0,2011-05-10,2011-05-11,2011-05-18,2011-05-12,10转增10股派1元(含税),2010年报
2012-06-25,年度分红,,,1.0,2012-06-28,2012-06-29,2012-07-04,,10派1元(含税),2011年报
2013-06-18,年度分红,,,1.0,2013-06-21,2013-06-24,2013-06-28,,10派1元(含税),2012年报
2014-06-27,年度分红,,,1.0,2014-07-03,2014-07-04,2014-07-04,,10派1元(含税),2013年报
2015-07-09,年度分红,,,0.8,2015-07-16,2015-07-17,2015-07-17,,10派0.8元(含税),2014年报
2016-06-29,年度分红,,,1.3,2016-07-06,2016-07-07,2016-07-07,,10派1.3元(含税),2015年报
2017-06-28,年度分红,,,2.5,2017-07-05,2017-07-06,2017-07-06,,10派2.5元(含税),2016年报
2018-06-27,年度分红,,,0.15,2018-07-04,2018-07-05,2018-07-05,,10派0.15元(含税),2017年报
2020-07-03,年度分红,,,0.35,2020-07-08,2020-07-09,2020-07-09,,10派0.35元(含税),2019年报
2021-05-27,年度分红,,,0.11,2021-06-01,2021-06-02,2021-06-02,,10派0.11元(含税),2020年报
