实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-03-29,年度分红,,,6.0,2017-04-06,2017-04-07,2017-04-07,,10派6元(含税),2016年报
2017-09-19,中期分红,,10.0,,2017-09-22,2017-09-25,,,10转增10股,2017半年报
2018-04-20,年度分红,,,5.0,2018-04-26,2018-04-27,2018-04-27,,10派5元(含税),2017年报
2018-08-27,中期分红,,,3.0,2018-08-30,2018-08-31,2018-08-31,,10派3元(含税),2018半年报
2019-05-29,年度分红,,,3.0,2019-06-03,2019-06-04,2019-06-04,,10派3元(含税),2018年报
2020-05-07,年度分红,,,15.0,2020-05-12,2020-05-13,2020-05-13,,10派15元(含税),2019年报
2021-06-17,年度分红,,,5.0,2021-06-23,2021-06-24,2021-06-24,,10派5元(含税),2020年报
2022-05-27,年度分红,,,7.0,2022-06-01,2022-06-02,2022-06-02,,10派7元(含税),2021年报
2023-06-14,年度分红,,,5.0,2023-06-19,2023-06-20,2023-06-20,,10派5元(含税),2022年报
2024-05-29,年度分红,,3.0,10.0,2024-06-04,2024-06-05,2024-06-05,,10转增3股派10元(含税),2023年报
2024-10-10,中期分红,,,3.0,2024-10-15,2024-10-16,2024-10-16,,10派3元(含税),2024半年报
2025-06-06,年度分红,,,3.5,2025-06-11,2025-06-12,2025-06-12,,10派3.5元(含税),2024年报
2026-06-03,年度分红,,,5.0,2026-06-09,2026-06-10,2026-06-10,,10派5元(含税),2025年报
