实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-08-07,年度分红,2.0,0.0,1.0,1996-08-09,1996-08-12,,,10送2股派1元（含税）,1995年报
1996-12-02,中期分红,0.0,2.5,0.0,1996-12-05,1996-12-06,,,10转增2.5股,1996半年报
1997-07-29,年度分红,1.0,0.0,0.0,1997-07-31,1997-08-01,,,10送1股,1996年报
2000-06-03,年度分红,3.0,2.0,,2000-06-08,2000-06-09,,,10送3转增2股,1999年报
2001-04-24,年度分红,1.8049,2.7074,0.4512,2001-04-30,2001-05-08,2001-05-15,,10送1.80492转增2.70738股派0.45123元（含税）,2000年报
2002-06-14,年度分红,,,1.0,2002-06-19,2002-06-20,2002-06-26,,10派1元(含税),2001年报
2003-06-13,年度分红,2.0,3.0,0.5,2003-06-18,2003-06-19,2003-06-25,,10送2转增3股派0.5元(含税),2002年报
2005-06-03,年度分红,,,1.0,2005-06-08,2005-06-09,2005-06-15,,10派1元（含税）,2004年报
2006-02-08,股改分红,,6.8,,2006-02-09,2006-02-10,,,10转增6.8股,2005年报
2006-08-11,年度分红,,,1.0015,2006-08-16,2006-08-17,2006-08-23,,10派1.0015元(含税),2005年报
2007-08-07,年度分红,,,1.0,2007-08-10,2007-08-13,2007-08-17,,10派1元（含税）,2006年报
2009-06-24,年度分红,,5.0,,2009-06-30,2009-07-01,,2009-07-02,10转增5股,2008年报
2010-07-02,年度分红,,,1.0,2010-07-07,2010-07-08,2010-07-14,,10派1元（含税）,2009年报
2013-03-01,年度分红,,,1.0,2013-03-07,2013-03-08,2013-03-13,,10派1元(含税),2012年报
2016-05-12,年度分红,,,1.0,2016-05-18,2016-05-19,2016-05-19,,10派1元(含税),2015年报
2017-06-19,年度分红,,10.0,,2017-06-22,2017-06-23,,,10转增10股,2016年报
2020-08-08,年度分红,,,0.6,2020-08-13,2020-08-14,2020-08-14,,10派0.6元(含税),2019年报
2023-05-05,年度分红,,,0.7,2023-05-11,2023-05-12,2023-05-12,,10派0.7元(含税),2022年报
2024-07-06,年度分红,,,0.48,2024-07-11,2024-07-12,2024-07-12,,10派0.48元(含税),2023年报
2025-06-07,年度分红,,,0.5,2025-06-12,2025-06-13,2025-06-13,,10派0.5元(含税),2024年报
2026-07-04,年度分红,,,0.21,2026-07-09,2026-07-10,2026-07-10,,10派0.21元(含税),2025年报
