实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1994-04-23,年度分红,0.0,0.0,1.8,1994-04-29,1994-05-03,,,10派1.8元,1993年报
1995-05-06,年度分红,1.0,0.0,0.0,1995-05-12,1995-05-15,,,10送1股,1994年报
1998-04-30,年度分红,0.0,1.0,0.0,1998-05-08,1998-05-11,,,10转增1股,1997年报
2001-06-19,年度分红,,,1.0,2001-06-25,2001-06-26,2001-07-02,,10派1元(含税),2000年报
2002-06-26,年度分红,1.0,,1.0,2002-07-01,2002-07-02,2002-07-08,,10送1股派1元(含税),2001年报
2003-06-27,年度分红,,,1.0,2003-07-02,2003-07-03,2003-07-09,,10派1元(含税),2002年报
2004-07-13,年度分红,,,1.0,2004-07-16,2004-07-19,2004-07-23,,10派1元(含税),2003年报
2005-06-01,年度分红,1.0,,,2005-06-06,2005-06-07,,,10送1股,2004年报
2007-07-13,年度分红,,1.0,,2007-07-18,2007-07-19,,,10转增1股,2006年报
2014-01-09,中期分红,,,0.5,2014-01-15,2014-01-16,2014-01-24,,10派0.5元(含税),2013半年报
2014-07-17,年度分红,,,0.4,2014-07-23,2014-07-24,2014-07-24,,10派0.4元(含税),2013年报
2015-04-08,年度分红,,,1.1,2015-04-13,2015-04-14,2015-04-14,,10派1.1元(含税),2014年报
2016-07-21,年度分红,,,2.3,2016-07-26,2016-07-27,2016-07-27,,10派2.30元(含税),2015年报
2017-08-12,年度分红,,,3.4,2017-08-17,2017-08-18,2017-08-18,,10派3.4元(含税),2016年报
2018-08-07,年度分红,,3.0,3.5,2018-08-10,2018-08-13,2018-08-13,,10转增3股派3.5元(含税),2017年报
2019-07-11,年度分红,,,2.7,2019-07-17,2019-07-18,2019-07-18,,10派2.7元(含税),2018年报
2020-08-01,年度分红,,,2.7,2020-08-06,2020-08-07,2020-08-07,,10派2.7元(含税),2019年报
2021-06-22,年度分红,,,2.7,2021-06-25,2021-06-28,2021-06-28,,10派2.7元(含税),2020年报
2022-08-02,年度分红,,,2.7,2022-08-05,2022-08-08,2022-08-08,,10派2.7元(含税),2021年报
2023-07-25,年度分红,,,1.35,2023-07-28,2023-07-31,2023-07-31,,10派1.35元(含税),2022年报
2024-07-10,年度分红,,,1.8,2024-07-15,2024-07-16,2024-07-16,,10派1.8元(含税),2023年报
2025-07-10,年度分红,,,1.8,2025-07-15,2025-07-16,2025-07-16,,10派1.8元(含税),2024年报
2025-09-16,中期分红,,,0.5,2025-09-22,2025-09-23,2025-09-23,,10派0.5元(含税),2025半年报
