实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-05-12,年度分红,,,2.5,2001-05-17,2001-05-18,2001-05-21,,10派2.5元（含税）,2000年报
2002-05-22,年度分红,,,1.0,2002-05-28,2002-05-29,2002-05-29,,10派1元(含税),2001年报
2003-06-18,年度分红,,,0.6,2003-06-23,2003-06-24,2003-06-24,,10股派0.6元（含税）,2002年报
2004-06-29,年度分红,0.0,0.0,0.6,2004-07-05,2004-07-06,2004-07-06,,10派0.6元(含税),2003年报
2006-08-16,年度分红,,,0.6,2006-08-21,2006-08-22,2006-08-22,,10派0.6元(含税),2005年报
2006-10-11,股改分红,,1.273,,2006-10-12,,,,10转增1.273股,
2007-06-28,年度分红,,,0.5,2007-07-03,2007-07-04,2007-07-04,,10派0.5元（含税）,2006年报
2008-05-10,年度分红,,,0.7,2008-05-15,2008-05-16,2008-05-16,,10派0.7元（含税）,2007年报
2010-07-03,年度分红,,,1.8,2010-07-09,2010-07-12,2010-07-12,,10派1.8元（含税）,2009年报
2011-06-14,年度分红,,,1.0,2011-06-20,2011-06-21,2011-06-21,,10派1元(含税),2010年报
2012-06-26,年度分红,,,1.0,2012-06-29,2012-07-02,2012-07-02,,10派1元(含税),2011年报
2014-06-18,年度分红,,,0.5,2014-06-23,2014-06-24,2014-06-24,,10派0.5元(含税),2013年报
2015-06-17,年度分红,,,0.6,2015-06-24,2015-06-25,2015-06-25,,10派0.6元(含税),2014年报
2017-06-07,年度分红,,,1.25,2017-06-13,2017-06-14,2017-06-14,,10派1.25元(含税),2016年报
2018-06-06,年度分红,,,1.85,2018-06-13,2018-06-14,2018-06-14,,10派1.85元(含税),2017年报
2020-06-18,年度分红,,,1.6,2020-06-24,2020-06-29,2020-06-29,,10派1.6元(含税),2019年报
2021-05-24,年度分红,,,0.46,2021-05-28,2021-05-31,2021-05-31,,10派0.46元(含税),2020年报
2022-06-16,年度分红,,,0.46,2022-06-22,2022-06-23,2022-06-23,,10派0.46元(含税),2021年报
2023-06-14,年度分红,,,0.48,2023-06-20,2023-06-21,2023-06-21,,10派0.48元(含税),2022年报
2024-06-13,年度分红,,,0.18,2024-06-19,2024-06-20,2024-06-20,,10派0.18元(含税),2023年报
2025-06-12,年度分红,,,0.5,2025-06-19,2025-06-20,2025-06-20,,10派0.5元(含税),2024年报
2025-09-05,中期分红,,,0.15,2025-09-11,2025-09-12,2025-09-12,,10派0.15元(含税),2025半年报
2026-06-13,年度分红,,,0.11,2026-06-22,2026-06-23,2026-06-23,,10派0.11元(含税),2025年报
