实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2001-06-02,年度分红,,5.0,5.0,2001-06-07,2001-06-08,2001-06-15,,10转增5股派5元(含税),2000年报
2002-08-15,年度分红,,,1.3,2002-08-21,2002-08-22,2002-08-28,,10派1.3元(含税),2001年报
2003-08-16,年度分红,,,1.5,2003-08-20,2003-08-21,2003-08-26,,10股派1.5元(含税),2002年报
2006-08-17,年度分红,,,2.0,2006-08-22,2006-08-23,2006-08-29,,10派2元（含税）,2005年报
2007-08-07,年度分红,,,0.5,2007-08-10,2007-08-13,2007-08-17,,10派0.5元（含税）,2006年报
2008-08-13,年度分红,,,1.0,2008-08-18,2008-08-19,2008-08-25,,10派1元（含税）,2007年报
2009-08-13,年度分红,,,0.5,2009-08-18,2009-08-19,2009-08-25,,10派0.5元（含税）,2008年报
2010-08-03,年度分红,,2.0,1.0,2010-08-06,2010-08-09,2010-08-13,2010-08-10,10转增2股派1元（含税）,2009年报
2011-07-19,年度分红,,,1.5,2011-07-22,2011-07-25,2011-07-29,,10派1.5元(含税),2010年报
2012-08-07,年度分红,,,2.0,2012-08-10,2012-08-13,2012-08-17,,10派2元(含税),2011年报
2013-08-12,年度分红,,,3.7,2013-08-15,2013-08-16,2013-08-22,,10派3.7元(含税),2012年报
2014-04-10,年度分红,,2.0,4.4,2014-04-15,2014-04-16,2014-04-21,2014-04-17,10转增2股派4.4元(含税),2013年报
2015-06-16,年度分红,,,2.7,2015-06-19,2015-06-23,2015-06-23,,10派2.7元(含税),2014年报
2016-06-09,年度分红,,,2.8,2016-06-16,2016-06-17,2016-06-17,,10派2.8元(含税),2015年报
2017-07-14,年度分红,,,2.8,2017-07-20,2017-07-21,2017-07-21,,10派2.8元(含税),2016年报
2018-06-25,年度分红,,,2.8,2018-06-28,2018-06-29,2018-06-29,,10派2.8元(含税),2017年报
2019-06-11,年度分红,,2.0,2.4,2019-06-14,2019-06-17,2019-06-17,,10转增2股派2.4元(含税),2018年报
2020-06-18,年度分红,,2.0,2.4,2020-06-24,2020-06-29,2020-06-29,,10转增2股派2.4元(含税),2019年报
2021-07-08,年度分红,,,1.0,2021-07-13,2021-07-14,2021-07-14,,10派1元(含税),2020年报
2022-06-25,年度分红,,,1.0,2022-06-30,2022-07-01,2022-07-01,,10派1元(含税),2021年报
2023-06-28,年度分红,,,1.0,2023-07-03,2023-07-04,2023-07-04,,10派1元(含税),2022年报
2024-07-18,年度分红,,,1.0,2024-07-23,2024-07-24,2024-07-24,,10派1元(含税),2023年报
2025-08-14,年度分红,,,0.5,2025-08-21,2025-08-22,2025-08-22,,10派0.5元(含税),2024年报
