实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2017-10-10,中期分红,,7.0,4.1,2017-10-13,2017-10-16,2017-10-16,2017-10-16,10转增7股派4.1元（含税）,2017半年报
2018-06-02,年度分红,,7.0,2.3,2018-06-07,2018-06-08,2018-06-08,2018-06-08,10转增7股派2.3元(含税),2017年报
2019-05-16,年度分红,,,4.089687,2019-05-21,2019-05-22,2019-05-22,,10派4.089687元(含税),2018年报
2020-06-04,年度分红,,,1.0,2020-06-09,2020-06-10,2020-06-10,,10派1元(含税),2019年报
2021-05-20,年度分红,,,1.0,2021-05-25,2021-05-26,2021-05-26,,10派1元(含税),2020年报
2023-11-17,季度分红,,,2.2,2023-11-24,2023-11-27,2023-11-27,,10派2.2元(含税),2023三季报
2024-05-28,季度分红,,,0.67,2024-06-03,2024-06-04,2024-06-04,,10派0.67元(含税),2024一季报
2024-11-02,季度分红,,,0.9,2024-11-08,2024-11-11,2024-11-11,,10派0.9元(含税),2024三季报
2025-04-15,年度分红,,,1.28,2025-04-21,2025-04-22,2025-04-22,,10派1.28元(含税),2024年报
2025-08-22,中期分红,,,1.76,2025-08-27,2025-08-28,2025-08-28,,10派1.76元(含税),2025半年报
2026-04-14,年度分红,,,1.2,2026-04-20,2026-04-21,2026-04-21,,10派1.2元(含税),2025年报
