实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1996-06-08,年度分红,0.0,0.0,0.0,,,,,-,1995年报
1997-05-10,年度分红,1.0,0.0,0.0,1997-05-15,1997-05-16,,,10送1股,1996年报
1997-09-03,中期分红,0.0,6.0,0.0,1997-09-08,1997-09-09,,,10转增6股,1997半年报
2000-08-09,年度分红,,,3.0,2000-08-14,2000-08-15,2000-08-15,,10派3元(含税),1999年报
2002-08-21,年度分红,,,0.2,2002-08-28,2002-08-29,2002-08-29,,10派0.2元(含税),2001年报
2006-06-29,股改分红,,6.25,,2006-06-30,,,,10转增6.25股,
2008-05-24,年度分红,,8.0,,2008-05-29,2008-05-30,,,10转增8股,2007年报
2017-11-08,中期分红,,,3.0,2017-11-13,2017-11-14,2017-11-14,,10派3元(含税),2017半年报
2022-08-13,中期分红,,,18.98,2022-08-18,2022-08-19,2022-08-19,,10派18.98元(含税),2022半年报
2023-04-06,年度分红,,,9.6,2023-04-12,2023-04-13,2023-04-13,,10派9.6元(含税),2022年报
2023-08-17,中期分红,,,8.0,2023-08-23,2023-08-24,2023-08-24,,10派8元(含税),2023半年报
2024-04-13,年度分红,,,8.0,2024-04-18,2024-04-19,2024-04-19,,10派8元(含税),2023年报
2024-08-29,中期分红,,,2.6,2024-09-04,2024-09-05,2024-09-05,,10派2.6元(含税),2024半年报
2025-09-01,中期分红,,,10.0,2025-09-04,2025-09-05,2025-09-05,,10派10元(含税),2025半年报
2026-04-11,年度分红,,,15.0,2026-04-16,2026-04-17,2026-04-17,,10派15元(含税),2025年报
