实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
1995-07-08,年度分红,1.0,0.0,0.0,1995-07-12,1995-07-13,,,10送1股,1994年报
2000-04-05,年度分红,4.5,4.5,,2000-04-10,2000-04-11,,,10送4.5转增4.5股,1999年报
2001-08-11,年度分红,,,1.2,2001-08-21,2001-08-22,2001-08-29,,10派1.2元（含税）,2000年报
2002-07-31,年度分红,1.4848,,,2002-08-05,2002-08-06,,,10送1.48475股,2001年报
2003-07-22,年度分红,,,1.0,2003-07-25,2003-07-28,2003-08-06,,10股派1元（含税）,2002年报
2004-07-24,年度分红,,,1.0,2004-07-29,2004-07-30,2004-08-06,,10派1元(含税),2003年报
2005-07-23,年度分红,,1.0,1.0,2005-07-28,2005-07-29,2005-08-05,,10转增1股派1元(含税),2004年报
2006-07-07,年度分红,,1.0,1.0,2006-07-12,2006-07-13,2006-07-20,,10转增1股派1元（含税）,2005年报
2007-05-11,年度分红,1.5,,,2007-05-16,2007-05-17,,,10送1.5股,2006年报
2008-07-03,年度分红,1.0,,0.5,2008-07-08,2008-07-09,2008-07-15,2008-07-09,10送1股派0.5元（含税）,2007年报
2009-04-29,年度分红,,,1.0,2009-05-05,2009-05-06,2009-05-12,,10派1元（含税）,2008年报
2010-04-29,年度分红,1.0,,0.5,2010-05-05,2010-05-06,2010-05-12,2010-05-07,10送1股派0.5元（含税）,2009年报
2011-05-06,年度分红,1.5,,0.5,2011-05-11,2011-05-12,2011-05-18,2011-05-12,10送1.5股派0.5元(含税),2010年报
2012-06-28,年度分红,0.5,,0.5,2012-07-03,2012-07-04,2012-07-10,2012-07-04,10送0.5股派0.5元(含税),2011年报
2013-06-27,年度分红,,,0.62,2013-07-02,2013-07-03,2013-07-09,,10派0.62元(含税),2012年报
2014-07-08,年度分红,,,0.41,2014-07-11,2014-07-14,2014-07-14,,10派0.41元(含税),2013年报
2016-06-23,年度分红,,,2.0,2016-06-28,2016-06-29,2016-06-29,,10派2元(含税),2015年报
2017-06-15,年度分红,,,2.5,2017-06-21,2017-06-22,2017-06-22,,10派2.5元(含税),2016年报
2018-07-05,年度分红,,,2.5,2018-07-11,2018-07-12,2018-07-12,,10派2.5元(含税),2017年报
2019-07-03,年度分红,,,3.0,2019-07-09,2019-07-10,2019-07-10,,10派3元(含税),2018年报
2020-07-03,年度分红,,,4.0,2020-07-09,2020-07-10,2020-07-10,,10派4元(含税),2019年报
2021-07-13,年度分红,0.5,,2.5,2021-07-19,2021-07-20,2021-07-20,,10送0.5股派2.5元(含税),2020年报
2022-07-26,年度分红,,1.0,,2022-08-01,2022-08-02,,,10转增1股,2021年报
