实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-09-05,中期分红,,,3.0,2012-09-11,2012-09-12,2012-09-12,,10派3元(含税),2012半年报
2013-04-19,年度分红,,,3.0,2013-04-25,2013-04-26,2013-04-26,,10派3元(含税),2012年报
2014-05-13,年度分红,,,2.0,2014-05-16,2014-05-19,2014-05-19,,10派2元(含税),2013年报
2014-09-25,中期分红,,10.0,1.0,2014-10-09,2014-10-10,2014-10-10,2014-10-10,10转增10股派1元(含税),2014半年报
2015-05-05,年度分红,,,2.0,2015-05-11,2015-05-12,2015-05-12,,10派2元(含税),2014年报
2016-05-18,年度分红,,,2.0,2016-05-24,2016-05-25,2016-05-25,,10派2元(含税),2015年报
2017-02-27,年度分红,,28.0,1.0,2017-03-02,2017-03-03,2017-03-03,2017-03-03,10转增28股派1元(含税),2016年报
2018-05-05,年度分红,,,0.3,2018-05-10,2018-05-11,2018-05-11,,10派0.3元(含税),2017年报
2019-05-29,年度分红,,,0.301057,2019-06-04,2019-06-05,2019-06-05,,10派0.301057元(含税),2018年报
2020-06-03,年度分红,,,0.3,2020-06-10,2020-06-11,2020-06-11,,10派0.3元(含税),2019年报
2021-05-20,年度分红,,,0.35,2021-05-27,2021-05-28,2021-05-28,,10派0.35元(含税),2020年报
2022-04-07,年度分红,,,0.4,2022-04-13,2022-04-14,2022-04-14,,10派0.4元(含税),2021年报
2023-04-18,年度分红,,,0.36,2023-04-25,2023-04-26,2023-04-26,,10派0.36元(含税),2022年报
2024-04-12,年度分红,,,0.6,2024-04-18,2024-04-19,2024-04-19,,10派0.6元(含税),2023年报
2024-10-31,中期分红,,,0.199801,2024-11-05,2024-11-06,2024-11-06,,10派0.199801元(含税),2024半年报
2025-04-22,年度分红,,,0.58,2025-04-25,2025-04-28,2025-04-28,,10派0.58元(含税),2024年报
2025-09-18,中期分红,,,0.3,2025-09-23,2025-09-24,2025-09-24,,10派0.3元(含税),2025半年报
2026-05-16,年度分红,,,0.5,2026-05-21,2026-05-22,2026-05-22,,10派0.5元(含税),2025年报
