实施方案公告日期,分红类型,送股比例,转增比例,派息比例,股权登记日,除权日,派息日,股份到账日,实施方案分红说明,报告时间
2012-04-18,年度分红,,,1.5,2012-04-23,2012-04-24,2012-04-27,,10派1.5元(含税),2011年报
2013-03-29,年度分红,,8.0,3.0,2013-04-03,2013-04-08,2013-04-12,2013-04-09,10转增8股派3元(含税),2012年报
2014-04-02,年度分红,,,2.5,2014-04-08,2014-04-09,2014-04-14,,10派2.5元(含税),2013年报
2015-04-08,年度分红,,,3.0,2015-04-14,2015-04-15,2015-04-15,,10派3元(含税),2014年报
2016-04-28,年度分红,,,2.0,2016-05-05,2016-05-06,2016-05-06,,10派2元(含税),2015年报
2017-05-05,年度分红,,,1.3,2017-05-10,2017-05-11,2017-05-11,,10派1.3元(含税),2016年报
2018-06-19,年度分红,,,0.027,2018-06-25,2018-06-26,2018-06-26,,10派0.027元（含税）,2017年报
2019-07-12,年度分红,,,0.53,2019-07-18,2019-07-19,2019-07-19,,10派0.53元(含税),2018年报
2020-05-22,年度分红,,,0.53,2020-05-28,2020-05-29,2020-05-29,,10派0.53元(含税),2019年报
2022-06-09,年度分红,,,1.0,2022-06-14,2022-06-15,2022-06-15,,10派1元(含税),2021年报
2024-05-31,年度分红,,,1.0,2024-06-05,2024-06-06,2024-06-06,,10派1元(含税),2023年报
2025-05-24,年度分红,,,1.0,2025-05-29,2025-05-30,2025-05-30,,10派1元(含税),2024年报
2025-09-24,中期分红,,,1.0,2025-09-29,2025-09-30,2025-09-30,,10派1元(含税),2025半年报
2026-06-01,年度分红,,,1.0,2026-06-04,2026-06-05,2026-06-05,,10派1元(含税),2025年报
